TimeID,ReportYearCV,TimeframeStart,TimeframeEnd,DataPublicationDate
2831,2004,10/1/2004,9/30/2004,2/11/2019
2832,2005,10/1/2005,9/30/2005,2/11/2019
2833,2006,10/1/2006,9/30/2006,2/11/2019
2834,2007,10/1/2007,9/30/2007,2/11/2019
2835,2008,10/1/2008,9/30/2008,2/11/2019
2836,2009,10/1/2009,9/30/2009,2/11/2019
2837,2010,10/1/2010,9/30/2010,2/11/2019
2838,2011,10/1/2011,9/30/2011,2/11/2019
2839,2012,10/1/2012,9/30/2012,2/11/2019
2840,2013,10/1/2013,9/30/2013,2/11/2019
2841,2014,10/1/2014,9/30/2014,2/11/2019
2842,2004,10/1/2004,9/30/2004,2/11/2019
2843,2005,10/1/2005,9/30/2005,2/11/2019
2844,2006,10/1/2006,9/30/2006,2/11/2019
2845,2007,10/1/2007,9/30/2007,2/11/2019
2846,2008,10/1/2008,9/30/2008,2/11/2019
2847,2009,10/1/2009,9/30/2009,2/11/2019
2848,2010,10/1/2010,9/30/2010,2/11/2019
2849,2011,10/1/2011,9/30/2011,2/11/2019
2850,2012,10/1/2012,9/30/2012,2/11/2019
2851,2013,10/1/2013,9/30/2013,2/11/2019
2852,2014,10/1/2014,9/30/2014,2/11/2019
2853,2004,10/1/2004,9/30/2004,2/11/2019
2854,2005,10/1/2005,9/30/2005,2/11/2019
2855,2006,10/1/2006,9/30/2006,2/11/2019
2856,2007,10/1/2007,9/30/2007,2/11/2019
2857,2008,10/1/2008,9/30/2008,2/11/2019
2858,2009,10/1/2009,9/30/2009,2/11/2019
2859,2010,10/1/2010,9/30/2010,2/11/2019
2860,2011,10/1/2011,9/30/2011,2/11/2019
2861,2012,10/1/2012,9/30/2012,2/11/2019
2862,2013,10/1/2013,9/30/2013,2/11/2019
2863,2014,10/1/2014,9/30/2014,2/11/2019
2864,2004,10/1/2004,9/30/2004,2/11/2019
2865,2005,10/1/2005,9/30/2005,2/11/2019
2866,2006,10/1/2006,9/30/2006,2/11/2019
2867,2007,10/1/2007,9/30/2007,2/11/2019
2868,2008,10/1/2008,9/30/2008,2/11/2019
2869,2009,10/1/2009,9/30/2009,2/11/2019
2870,2010,10/1/2010,9/30/2010,2/11/2019
2871,2011,10/1/2011,9/30/2011,2/11/2019
2872,2012,10/1/2012,9/30/2012,2/11/2019
2873,2013,10/1/2013,9/30/2013,2/11/2019
2874,2014,10/1/2014,9/30/2014,2/11/2019
2875,2004,10/1/2004,9/30/2004,2/11/2019
2876,2005,10/1/2005,9/30/2005,2/11/2019
2877,2006,10/1/2006,9/30/2006,2/11/2019
2878,2007,10/1/2007,9/30/2007,2/11/2019
2879,2008,10/1/2008,9/30/2008,2/11/2019
2880,2009,10/1/2009,9/30/2009,2/11/2019
2881,2010,10/1/2010,9/30/2010,2/11/2019
2882,2011,10/1/2011,9/30/2011,2/11/2019
2883,2012,10/1/2012,9/30/2012,2/11/2019
2884,2013,10/1/2013,9/30/2013,2/11/2019
2885,2014,10/1/2014,9/30/2014,2/11/2019
2886,2004,10/1/2004,9/30/2004,2/11/2019
2887,2005,10/1/2005,9/30/2005,2/11/2019
2888,2006,10/1/2006,9/30/2006,2/11/2019
2889,2007,10/1/2007,9/30/2007,2/11/2019
2890,2008,10/1/2008,9/30/2008,2/11/2019
2891,2009,10/1/2009,9/30/2009,2/11/2019
2892,2010,10/1/2010,9/30/2010,2/11/2019
2893,2011,10/1/2011,9/30/2011,2/11/2019
2894,2012,10/1/2012,9/30/2012,2/11/2019
2895,2013,10/1/2013,9/30/2013,2/11/2019
2896,2014,10/1/2014,9/30/2014,2/11/2019
2897,2004,10/1/2004,9/30/2004,2/11/2019
2898,2005,10/1/2005,9/30/2005,2/11/2019
2899,2006,10/1/2006,9/30/2006,2/11/2019
2900,2007,10/1/2007,9/30/2007,2/11/2019
2901,2008,10/1/2008,9/30/2008,2/11/2019
2902,2009,10/1/2009,9/30/2009,2/11/2019
2903,2010,10/1/2010,9/30/2010,2/11/2019
2904,2011,10/1/2011,9/30/2011,2/11/2019
2905,2012,10/1/2012,9/30/2012,2/11/2019
2906,2013,10/1/2013,9/30/2013,2/11/2019
2907,2014,10/1/2014,9/30/2014,2/11/2019
2908,2004,10/1/2004,9/30/2004,2/11/2019
2909,2005,10/1/2005,9/30/2005,2/11/2019
2910,2006,10/1/2006,9/30/2006,2/11/2019
2911,2007,10/1/2007,9/30/2007,2/11/2019
2912,2008,10/1/2008,9/30/2008,2/11/2019
2913,2009,10/1/2009,9/30/2009,2/11/2019
2914,2010,10/1/2010,9/30/2010,2/11/2019
2915,2011,10/1/2011,9/30/2011,2/11/2019
2916,2012,10/1/2012,9/30/2012,2/11/2019
2917,2013,10/1/2013,9/30/2013,2/11/2019
2918,2014,10/1/2014,9/30/2014,2/11/2019
2919,2004,10/1/2004,9/30/2004,2/11/2019
2920,2005,10/1/2005,9/30/2005,2/11/2019
2921,2006,10/1/2006,9/30/2006,2/11/2019
2922,2007,10/1/2007,9/30/2007,2/11/2019
2923,2008,10/1/2008,9/30/2008,2/11/2019
2924,2009,10/1/2009,9/30/2009,2/11/2019
2925,2010,10/1/2010,9/30/2010,2/11/2019
2926,2011,10/1/2011,9/30/2011,2/11/2019
2927,2012,10/1/2012,9/30/2012,2/11/2019
2928,2013,10/1/2013,9/30/2013,2/11/2019
2929,2014,10/1/2014,9/30/2014,2/11/2019
2930,2004,10/1/2004,9/30/2004,2/11/2019
2931,2005,10/1/2005,9/30/2005,2/11/2019
2932,2006,10/1/2006,9/30/2006,2/11/2019
2933,2007,10/1/2007,9/30/2007,2/11/2019
2934,2008,10/1/2008,9/30/2008,2/11/2019
2935,2009,10/1/2009,9/30/2009,2/11/2019
2936,2010,10/1/2010,9/30/2010,2/11/2019
2937,2011,10/1/2011,9/30/2011,2/11/2019
2938,2012,10/1/2012,9/30/2012,2/11/2019
2939,2013,10/1/2013,9/30/2013,2/11/2019
2940,2014,10/1/2014,9/30/2014,2/11/2019
2941,2004,10/1/2004,9/30/2004,2/11/2019
2942,2005,10/1/2005,9/30/2005,2/11/2019
2943,2006,10/1/2006,9/30/2006,2/11/2019
2944,2007,10/1/2007,9/30/2007,2/11/2019
2945,2008,10/1/2008,9/30/2008,2/11/2019
2946,2009,10/1/2009,9/30/2009,2/11/2019
2947,2010,10/1/2010,9/30/2010,2/11/2019
2948,2011,10/1/2011,9/30/2011,2/11/2019
2949,2012,10/1/2012,9/30/2012,2/11/2019
2950,2013,10/1/2013,9/30/2013,2/11/2019
2951,2014,10/1/2014,9/30/2014,2/11/2019
2952,2004,10/1/2004,9/30/2004,2/11/2019
2953,2005,10/1/2005,9/30/2005,2/11/2019
2954,2006,10/1/2006,9/30/2006,2/11/2019
2955,2007,10/1/2007,9/30/2007,2/11/2019
2956,2008,10/1/2008,9/30/2008,2/11/2019
2957,2009,10/1/2009,9/30/2009,2/11/2019
2958,2010,10/1/2010,9/30/2010,2/11/2019
2959,2011,10/1/2011,9/30/2011,2/11/2019
2960,2012,10/1/2012,9/30/2012,2/11/2019
2961,2013,10/1/2013,9/30/2013,2/11/2019
2962,2014,10/1/2014,9/30/2014,2/11/2019
2963,2004,10/1/2004,9/30/2004,2/11/2019
2964,2005,10/1/2005,9/30/2005,2/11/2019
2965,2006,10/1/2006,9/30/2006,2/11/2019
2966,2007,10/1/2007,9/30/2007,2/11/2019
2967,2008,10/1/2008,9/30/2008,2/11/2019
2968,2009,10/1/2009,9/30/2009,2/11/2019
2969,2010,10/1/2010,9/30/2010,2/11/2019
2970,2011,10/1/2011,9/30/2011,2/11/2019
2971,2012,10/1/2012,9/30/2012,2/11/2019
2972,2013,10/1/2013,9/30/2013,2/11/2019
2973,2014,10/1/2014,9/30/2014,2/11/2019
2974,2004,10/1/2004,9/30/2004,2/11/2019
2975,2005,10/1/2005,9/30/2005,2/11/2019
2976,2006,10/1/2006,9/30/2006,2/11/2019
2977,2007,10/1/2007,9/30/2007,2/11/2019
2978,2008,10/1/2008,9/30/2008,2/11/2019
2979,2009,10/1/2009,9/30/2009,2/11/2019
2980,2010,10/1/2010,9/30/2010,2/11/2019
2981,2011,10/1/2011,9/30/2011,2/11/2019
2982,2012,10/1/2012,9/30/2012,2/11/2019
2983,2013,10/1/2013,9/30/2013,2/11/2019
2984,2014,10/1/2014,9/30/2014,2/11/2019
2985,2004,10/1/2004,9/30/2004,2/11/2019
2986,2005,10/1/2005,9/30/2005,2/11/2019
2987,2006,10/1/2006,9/30/2006,2/11/2019
2988,2007,10/1/2007,9/30/2007,2/11/2019
2989,2008,10/1/2008,9/30/2008,2/11/2019
2990,2009,10/1/2009,9/30/2009,2/11/2019
2991,2010,10/1/2010,9/30/2010,2/11/2019
2992,2011,10/1/2011,9/30/2011,2/11/2019
2993,2012,10/1/2012,9/30/2012,2/11/2019
2994,2013,10/1/2013,9/30/2013,2/11/2019
2995,2014,10/1/2014,9/30/2014,2/11/2019
2996,2004,10/1/2004,9/30/2004,2/11/2019
2997,2005,10/1/2005,9/30/2005,2/11/2019
2998,2006,10/1/2006,9/30/2006,2/11/2019
2999,2007,10/1/2007,9/30/2007,2/11/2019
3000,2008,10/1/2008,9/30/2008,2/11/2019
3001,2009,10/1/2009,9/30/2009,2/11/2019
3002,2010,10/1/2010,9/30/2010,2/11/2019
3003,2011,10/1/2011,9/30/2011,2/11/2019
3004,2012,10/1/2012,9/30/2012,2/11/2019
3005,2013,10/1/2013,9/30/2013,2/11/2019
3006,2014,10/1/2014,9/30/2014,2/11/2019
3007,2004,10/1/2004,9/30/2004,2/11/2019
3008,2005,10/1/2005,9/30/2005,2/11/2019
3009,2006,10/1/2006,9/30/2006,2/11/2019
3010,2007,10/1/2007,9/30/2007,2/11/2019
3011,2008,10/1/2008,9/30/2008,2/11/2019
3012,2009,10/1/2009,9/30/2009,2/11/2019
3013,2010,10/1/2010,9/30/2010,2/11/2019
3014,2011,10/1/2011,9/30/2011,2/11/2019
3015,2012,10/1/2012,9/30/2012,2/11/2019
3016,2013,10/1/2013,9/30/2013,2/11/2019
3017,2014,10/1/2014,9/30/2014,2/11/2019
3018,2004,10/1/2004,9/30/2004,2/11/2019
3019,2005,10/1/2005,9/30/2005,2/11/2019
3020,2006,10/1/2006,9/30/2006,2/11/2019
3021,2007,10/1/2007,9/30/2007,2/11/2019
3022,2008,10/1/2008,9/30/2008,2/11/2019
3023,2009,10/1/2009,9/30/2009,2/11/2019
3024,2010,10/1/2010,9/30/2010,2/11/2019
3025,2011,10/1/2011,9/30/2011,2/11/2019
3026,2012,10/1/2012,9/30/2012,2/11/2019
3027,2013,10/1/2013,9/30/2013,2/11/2019
3028,2014,10/1/2014,9/30/2014,2/11/2019
3029,2004,10/1/2004,9/30/2004,2/11/2019
3030,2005,10/1/2005,9/30/2005,2/11/2019
3031,2006,10/1/2006,9/30/2006,2/11/2019
3032,2007,10/1/2007,9/30/2007,2/11/2019
3033,2008,10/1/2008,9/30/2008,2/11/2019
3034,2009,10/1/2009,9/30/2009,2/11/2019
3035,2010,10/1/2010,9/30/2010,2/11/2019
3036,2011,10/1/2011,9/30/2011,2/11/2019
3037,2012,10/1/2012,9/30/2012,2/11/2019
3038,2013,10/1/2013,9/30/2013,2/11/2019
3039,2014,10/1/2014,9/30/2014,2/11/2019
3040,2004,10/1/2004,9/30/2004,2/11/2019
3041,2005,10/1/2005,9/30/2005,2/11/2019
3042,2006,10/1/2006,9/30/2006,2/11/2019
3043,2007,10/1/2007,9/30/2007,2/11/2019
3044,2008,10/1/2008,9/30/2008,2/11/2019
3045,2009,10/1/2009,9/30/2009,2/11/2019
3046,2010,10/1/2010,9/30/2010,2/11/2019
3047,2011,10/1/2011,9/30/2011,2/11/2019
3048,2012,10/1/2012,9/30/2012,2/11/2019
3049,2013,10/1/2013,9/30/2013,2/11/2019
3050,2014,10/1/2014,9/30/2014,2/11/2019
3051,2004,10/1/2004,9/30/2004,2/11/2019
3052,2005,10/1/2005,9/30/2005,2/11/2019
3053,2006,10/1/2006,9/30/2006,2/11/2019
3054,2007,10/1/2007,9/30/2007,2/11/2019
3055,2008,10/1/2008,9/30/2008,2/11/2019
3056,2009,10/1/2009,9/30/2009,2/11/2019
3057,2010,10/1/2010,9/30/2010,2/11/2019
3058,2011,10/1/2011,9/30/2011,2/11/2019
3059,2012,10/1/2012,9/30/2012,2/11/2019
3060,2013,10/1/2013,9/30/2013,2/11/2019
3061,2014,10/1/2014,9/30/2014,2/11/2019
3062,2004,10/1/2004,9/30/2004,2/11/2019
3063,2005,10/1/2005,9/30/2005,2/11/2019
3064,2006,10/1/2006,9/30/2006,2/11/2019
3065,2007,10/1/2007,9/30/2007,2/11/2019
3066,2008,10/1/2008,9/30/2008,2/11/2019
3067,2009,10/1/2009,9/30/2009,2/11/2019
3068,2010,10/1/2010,9/30/2010,2/11/2019
3069,2011,10/1/2011,9/30/2011,2/11/2019
3070,2012,10/1/2012,9/30/2012,2/11/2019
3071,2013,10/1/2013,9/30/2013,2/11/2019
3072,2014,10/1/2014,9/30/2014,2/11/2019
3073,2004,10/1/2004,9/30/2004,2/11/2019
3074,2005,10/1/2005,9/30/2005,2/11/2019
3075,2006,10/1/2006,9/30/2006,2/11/2019
3076,2007,10/1/2007,9/30/2007,2/11/2019
3077,2008,10/1/2008,9/30/2008,2/11/2019
3078,2009,10/1/2009,9/30/2009,2/11/2019
3079,2010,10/1/2010,9/30/2010,2/11/2019
3080,2011,10/1/2011,9/30/2011,2/11/2019
3081,2012,10/1/2012,9/30/2012,2/11/2019
3082,2013,10/1/2013,9/30/2013,2/11/2019
3083,2014,10/1/2014,9/30/2014,2/11/2019
3084,2004,10/1/2004,9/30/2004,2/11/2019
3085,2005,10/1/2005,9/30/2005,2/11/2019
3086,2006,10/1/2006,9/30/2006,2/11/2019
3087,2007,10/1/2007,9/30/2007,2/11/2019
3088,2008,10/1/2008,9/30/2008,2/11/2019
3089,2009,10/1/2009,9/30/2009,2/11/2019
3090,2010,10/1/2010,9/30/2010,2/11/2019
3091,2011,10/1/2011,9/30/2011,2/11/2019
3092,2012,10/1/2012,9/30/2012,2/11/2019
3093,2013,10/1/2013,9/30/2013,2/11/2019
3094,2014,10/1/2014,9/30/2014,2/11/2019
3095,2004,10/1/2004,9/30/2004,2/11/2019
3096,2005,10/1/2005,9/30/2005,2/11/2019
3097,2006,10/1/2006,9/30/2006,2/11/2019
3098,2007,10/1/2007,9/30/2007,2/11/2019
3099,2008,10/1/2008,9/30/2008,2/11/2019
3100,2009,10/1/2009,9/30/2009,2/11/2019
3101,2010,10/1/2010,9/30/2010,2/11/2019
3102,2011,10/1/2011,9/30/2011,2/11/2019
3103,2012,10/1/2012,9/30/2012,2/11/2019
3104,2013,10/1/2013,9/30/2013,2/11/2019
3105,2014,10/1/2014,9/30/2014,2/11/2019
3106,2004,10/1/2004,9/30/2004,2/11/2019
3107,2005,10/1/2005,9/30/2005,2/11/2019
3108,2006,10/1/2006,9/30/2006,2/11/2019
3109,2007,10/1/2007,9/30/2007,2/11/2019
3110,2008,10/1/2008,9/30/2008,2/11/2019
3111,2009,10/1/2009,9/30/2009,2/11/2019
3112,2010,10/1/2010,9/30/2010,2/11/2019
3113,2011,10/1/2011,9/30/2011,2/11/2019
3114,2012,10/1/2012,9/30/2012,2/11/2019
3115,2013,10/1/2013,9/30/2013,2/11/2019
3116,2014,10/1/2014,9/30/2014,2/11/2019
3117,2004,10/1/2004,9/30/2004,2/11/2019
3118,2005,10/1/2005,9/30/2005,2/11/2019
3119,2006,10/1/2006,9/30/2006,2/11/2019
3120,2007,10/1/2007,9/30/2007,2/11/2019
3121,2008,10/1/2008,9/30/2008,2/11/2019
3122,2009,10/1/2009,9/30/2009,2/11/2019
3123,2010,10/1/2010,9/30/2010,2/11/2019
3124,2011,10/1/2011,9/30/2011,2/11/2019
3125,2012,10/1/2012,9/30/2012,2/11/2019
3126,2013,10/1/2013,9/30/2013,2/11/2019
3127,2014,10/1/2014,9/30/2014,2/11/2019
3128,2004,10/1/2004,9/30/2004,2/11/2019
3129,2005,10/1/2005,9/30/2005,2/11/2019
3130,2006,10/1/2006,9/30/2006,2/11/2019
3131,2007,10/1/2007,9/30/2007,2/11/2019
3132,2008,10/1/2008,9/30/2008,2/11/2019
3133,2009,10/1/2009,9/30/2009,2/11/2019
3134,2010,10/1/2010,9/30/2010,2/11/2019
3135,2011,10/1/2011,9/30/2011,2/11/2019
3136,2012,10/1/2012,9/30/2012,2/11/2019
3137,2013,10/1/2013,9/30/2013,2/11/2019
3138,2014,10/1/2014,9/30/2014,2/11/2019
3139,2004,10/1/2004,9/30/2004,2/11/2019
3140,2005,10/1/2005,9/30/2005,2/11/2019
3141,2006,10/1/2006,9/30/2006,2/11/2019
3142,2007,10/1/2007,9/30/2007,2/11/2019
3143,2008,10/1/2008,9/30/2008,2/11/2019
3144,2009,10/1/2009,9/30/2009,2/11/2019
3145,2010,10/1/2010,9/30/2010,2/11/2019
3146,2011,10/1/2011,9/30/2011,2/11/2019
3147,2012,10/1/2012,9/30/2012,2/11/2019
3148,2013,10/1/2013,9/30/2013,2/11/2019
3149,2014,10/1/2014,9/30/2014,2/11/2019
3150,2004,10/1/2004,9/30/2004,2/11/2019
3151,2005,10/1/2005,9/30/2005,2/11/2019
3152,2006,10/1/2006,9/30/2006,2/11/2019
3153,2007,10/1/2007,9/30/2007,2/11/2019
3154,2008,10/1/2008,9/30/2008,2/11/2019
3155,2009,10/1/2009,9/30/2009,2/11/2019
3156,2010,10/1/2010,9/30/2010,2/11/2019
3157,2011,10/1/2011,9/30/2011,2/11/2019
3158,2012,10/1/2012,9/30/2012,2/11/2019
3159,2013,10/1/2013,9/30/2013,2/11/2019
3160,2014,10/1/2014,9/30/2014,2/11/2019
3161,2004,10/1/2004,9/30/2004,2/11/2019
3162,2005,10/1/2005,9/30/2005,2/11/2019
3163,2006,10/1/2006,9/30/2006,2/11/2019
3164,2007,10/1/2007,9/30/2007,2/11/2019
3165,2008,10/1/2008,9/30/2008,2/11/2019
3166,2009,10/1/2009,9/30/2009,2/11/2019
3167,2010,10/1/2010,9/30/2010,2/11/2019
3168,2011,10/1/2011,9/30/2011,2/11/2019
3169,2012,10/1/2012,9/30/2012,2/11/2019
3170,2013,10/1/2013,9/30/2013,2/11/2019
3171,2014,10/1/2014,9/30/2014,2/11/2019
3172,2004,10/1/2004,9/30/2004,2/11/2019
3173,2005,10/1/2005,9/30/2005,2/11/2019
3174,2006,10/1/2006,9/30/2006,2/11/2019
3175,2007,10/1/2007,9/30/2007,2/11/2019
3176,2008,10/1/2008,9/30/2008,2/11/2019
3177,2009,10/1/2009,9/30/2009,2/11/2019
3178,2010,10/1/2010,9/30/2010,2/11/2019
3179,2011,10/1/2011,9/30/2011,2/11/2019
3180,2012,10/1/2012,9/30/2012,2/11/2019
3181,2013,10/1/2013,9/30/2013,2/11/2019
3182,2014,10/1/2014,9/30/2014,2/11/2019
3183,2004,10/1/2004,9/30/2004,2/11/2019
3184,2005,10/1/2005,9/30/2005,2/11/2019
3185,2006,10/1/2006,9/30/2006,2/11/2019
3186,2007,10/1/2007,9/30/2007,2/11/2019
3187,2008,10/1/2008,9/30/2008,2/11/2019
3188,2009,10/1/2009,9/30/2009,2/11/2019
3189,2010,10/1/2010,9/30/2010,2/11/2019
3190,2011,10/1/2011,9/30/2011,2/11/2019
3191,2012,10/1/2012,9/30/2012,2/11/2019
3192,2013,10/1/2013,9/30/2013,2/11/2019
3193,2014,10/1/2014,9/30/2014,2/11/2019
3194,2004,10/1/2004,9/30/2004,2/11/2019
3195,2005,10/1/2005,9/30/2005,2/11/2019
3196,2006,10/1/2006,9/30/2006,2/11/2019
3197,2007,10/1/2007,9/30/2007,2/11/2019
3198,2008,10/1/2008,9/30/2008,2/11/2019
3199,2009,10/1/2009,9/30/2009,2/11/2019
3200,2010,10/1/2010,9/30/2010,2/11/2019
3201,2011,10/1/2011,9/30/2011,2/11/2019
3202,2012,10/1/2012,9/30/2012,2/11/2019
3203,2013,10/1/2013,9/30/2013,2/11/2019
3204,2014,10/1/2014,9/30/2014,2/11/2019
3205,2004,10/1/2004,9/30/2004,2/11/2019
3206,2005,10/1/2005,9/30/2005,2/11/2019
3207,2006,10/1/2006,9/30/2006,2/11/2019
3208,2007,10/1/2007,9/30/2007,2/11/2019
3209,2008,10/1/2008,9/30/2008,2/11/2019
3210,2009,10/1/2009,9/30/2009,2/11/2019
3211,2010,10/1/2010,9/30/2010,2/11/2019
3212,2011,10/1/2011,9/30/2011,2/11/2019
3213,2012,10/1/2012,9/30/2012,2/11/2019
3214,2013,10/1/2013,9/30/2013,2/11/2019
3215,2014,10/1/2014,9/30/2014,2/11/2019
3216,2004,10/1/2004,9/30/2004,2/11/2019
3217,2005,10/1/2005,9/30/2005,2/11/2019
3218,2006,10/1/2006,9/30/2006,2/11/2019
3219,2007,10/1/2007,9/30/2007,2/11/2019
3220,2008,10/1/2008,9/30/2008,2/11/2019
3221,2009,10/1/2009,9/30/2009,2/11/2019
3222,2010,10/1/2010,9/30/2010,2/11/2019
3223,2011,10/1/2011,9/30/2011,2/11/2019
3224,2012,10/1/2012,9/30/2012,2/11/2019
3225,2013,10/1/2013,9/30/2013,2/11/2019
3226,2014,10/1/2014,9/30/2014,2/11/2019
3227,2004,10/1/2004,9/30/2004,2/11/2019
3228,2005,10/1/2005,9/30/2005,2/11/2019
3229,2006,10/1/2006,9/30/2006,2/11/2019
3230,2007,10/1/2007,9/30/2007,2/11/2019
3231,2008,10/1/2008,9/30/2008,2/11/2019
3232,2009,10/1/2009,9/30/2009,2/11/2019
3233,2010,10/1/2010,9/30/2010,2/11/2019
3234,2011,10/1/2011,9/30/2011,2/11/2019
3235,2012,10/1/2012,9/30/2012,2/11/2019
3236,2013,10/1/2013,9/30/2013,2/11/2019
3237,2014,10/1/2014,9/30/2014,2/11/2019
3238,2004,10/1/2004,9/30/2004,2/11/2019
3239,2005,10/1/2005,9/30/2005,2/11/2019
3240,2006,10/1/2006,9/30/2006,2/11/2019
3241,2007,10/1/2007,9/30/2007,2/11/2019
3242,2008,10/1/2008,9/30/2008,2/11/2019
3243,2009,10/1/2009,9/30/2009,2/11/2019
3244,2010,10/1/2010,9/30/2010,2/11/2019
3245,2011,10/1/2011,9/30/2011,2/11/2019
3246,2012,10/1/2012,9/30/2012,2/11/2019
3247,2013,10/1/2013,9/30/2013,2/11/2019
3248,2014,10/1/2014,9/30/2014,2/11/2019
3249,2004,10/1/2004,9/30/2004,2/11/2019
3250,2005,10/1/2005,9/30/2005,2/11/2019
3251,2006,10/1/2006,9/30/2006,2/11/2019
3252,2007,10/1/2007,9/30/2007,2/11/2019
3253,2008,10/1/2008,9/30/2008,2/11/2019
3254,2009,10/1/2009,9/30/2009,2/11/2019
3255,2010,10/1/2010,9/30/2010,2/11/2019
3256,2011,10/1/2011,9/30/2011,2/11/2019
3257,2012,10/1/2012,9/30/2012,2/11/2019
3258,2013,10/1/2013,9/30/2013,2/11/2019
3259,2014,10/1/2014,9/30/2014,2/11/2019
3260,2004,10/1/2004,9/30/2004,2/11/2019
3261,2005,10/1/2005,9/30/2005,2/11/2019
3262,2006,10/1/2006,9/30/2006,2/11/2019
3263,2007,10/1/2007,9/30/2007,2/11/2019
3264,2008,10/1/2008,9/30/2008,2/11/2019
3265,2009,10/1/2009,9/30/2009,2/11/2019
3266,2010,10/1/2010,9/30/2010,2/11/2019
3267,2011,10/1/2011,9/30/2011,2/11/2019
3268,2012,10/1/2012,9/30/2012,2/11/2019
3269,2013,10/1/2013,9/30/2013,2/11/2019
3270,2014,10/1/2014,9/30/2014,2/11/2019
3271,2004,10/1/2004,9/30/2004,2/11/2019
3272,2005,10/1/2005,9/30/2005,2/11/2019
3273,2006,10/1/2006,9/30/2006,2/11/2019
3274,2007,10/1/2007,9/30/2007,2/11/2019
3275,2008,10/1/2008,9/30/2008,2/11/2019
3276,2009,10/1/2009,9/30/2009,2/11/2019
3277,2010,10/1/2010,9/30/2010,2/11/2019
3278,2011,10/1/2011,9/30/2011,2/11/2019
3279,2012,10/1/2012,9/30/2012,2/11/2019
3280,2013,10/1/2013,9/30/2013,2/11/2019
3281,2014,10/1/2014,9/30/2014,2/11/2019
3282,2004,10/1/2004,9/30/2004,2/11/2019
3283,2005,10/1/2005,9/30/2005,2/11/2019
3284,2006,10/1/2006,9/30/2006,2/11/2019
3285,2007,10/1/2007,9/30/2007,2/11/2019
3286,2008,10/1/2008,9/30/2008,2/11/2019
3287,2009,10/1/2009,9/30/2009,2/11/2019
3288,2010,10/1/2010,9/30/2010,2/11/2019
3289,2011,10/1/2011,9/30/2011,2/11/2019
3290,2012,10/1/2012,9/30/2012,2/11/2019
3291,2013,10/1/2013,9/30/2013,2/11/2019
3292,2014,10/1/2014,9/30/2014,2/11/2019
3293,2004,10/1/2004,9/30/2004,2/11/2019
3294,2005,10/1/2005,9/30/2005,2/11/2019
3295,2006,10/1/2006,9/30/2006,2/11/2019
3296,2007,10/1/2007,9/30/2007,2/11/2019
3297,2008,10/1/2008,9/30/2008,2/11/2019
3298,2009,10/1/2009,9/30/2009,2/11/2019
3299,2010,10/1/2010,9/30/2010,2/11/2019
3300,2011,10/1/2011,9/30/2011,2/11/2019
3301,2012,10/1/2012,9/30/2012,2/11/2019
3302,2013,10/1/2013,9/30/2013,2/11/2019
3303,2014,10/1/2014,9/30/2014,2/11/2019
3304,2004,10/1/2004,9/30/2004,2/11/2019
3305,2005,10/1/2005,9/30/2005,2/11/2019
3306,2006,10/1/2006,9/30/2006,2/11/2019
3307,2007,10/1/2007,9/30/2007,2/11/2019
3308,2008,10/1/2008,9/30/2008,2/11/2019
3309,2009,10/1/2009,9/30/2009,2/11/2019
3310,2010,10/1/2010,9/30/2010,2/11/2019
3311,2011,10/1/2011,9/30/2011,2/11/2019
3312,2012,10/1/2012,9/30/2012,2/11/2019
3313,2013,10/1/2013,9/30/2013,2/11/2019
3314,2014,10/1/2014,9/30/2014,2/11/2019
3315,2004,10/1/2004,9/30/2004,2/11/2019
3316,2005,10/1/2005,9/30/2005,2/11/2019
3317,2006,10/1/2006,9/30/2006,2/11/2019
3318,2007,10/1/2007,9/30/2007,2/11/2019
3319,2008,10/1/2008,9/30/2008,2/11/2019
3320,2009,10/1/2009,9/30/2009,2/11/2019
3321,2010,10/1/2010,9/30/2010,2/11/2019
3322,2011,10/1/2011,9/30/2011,2/11/2019
3323,2012,10/1/2012,9/30/2012,2/11/2019
3324,2013,10/1/2013,9/30/2013,2/11/2019
3325,2014,10/1/2014,9/30/2014,2/11/2019
3326,2004,10/1/2004,9/30/2004,2/11/2019
3327,2005,10/1/2005,9/30/2005,2/11/2019
3328,2006,10/1/2006,9/30/2006,2/11/2019
3329,2007,10/1/2007,9/30/2007,2/11/2019
3330,2008,10/1/2008,9/30/2008,2/11/2019
3331,2009,10/1/2009,9/30/2009,2/11/2019
3332,2010,10/1/2010,9/30/2010,2/11/2019
3333,2011,10/1/2011,9/30/2011,2/11/2019
3334,2012,10/1/2012,9/30/2012,2/11/2019
3335,2013,10/1/2013,9/30/2013,2/11/2019
3336,2014,10/1/2014,9/30/2014,2/11/2019
3337,2004,10/1/2004,9/30/2004,2/11/2019
3338,2005,10/1/2005,9/30/2005,2/11/2019
3339,2006,10/1/2006,9/30/2006,2/11/2019
3340,2007,10/1/2007,9/30/2007,2/11/2019
3341,2008,10/1/2008,9/30/2008,2/11/2019
3342,2009,10/1/2009,9/30/2009,2/11/2019
3343,2010,10/1/2010,9/30/2010,2/11/2019
3344,2011,10/1/2011,9/30/2011,2/11/2019
3345,2012,10/1/2012,9/30/2012,2/11/2019
3346,2013,10/1/2013,9/30/2013,2/11/2019
3347,2014,10/1/2014,9/30/2014,2/11/2019
