AmountMetadataID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryCV,SDWISIdentifier,NAICSCodeCV,PopulationServed,IrrigatedAcreage,IrrigationMethod,CropType,PowerGeneratedGWh,Geometry,InterbasinTransferFromID,InterbasinTransferToID
3302,Agriculture,,Irrigation,,,,,,,,,,
3303,Agriculture,,Irrigation,,,,,,,,,,
3304,Agriculture,,Irrigation,,,,,,,,,,
3305,Agriculture,,Irrigation,,,,,,,,,,
3306,Agriculture,,Irrigation,,,,,,,,,,
3307,Agriculture,,Irrigation,,,,,,,,,,
3308,Agriculture,,Irrigation,,,,,,,,,,
3309,Agriculture,,Irrigation,,,,,,,,,,
3310,Agriculture,,Irrigation,,,,,,,,,,
3311,Agriculture,,Irrigation,,,,,,,,,,
3312,Agriculture,,Irrigation,,,,,,,,,,
3313,Agriculture,,Irrigation,,,,,,,,,,
3314,Agriculture,,Irrigation,,,,,,,,,,
3315,Agriculture,,Irrigation,,,,,,,,,,
3316,Agriculture,,Irrigation,,,,,,,,,,
3317,Agriculture,,Irrigation,,,,,,,,,,
3318,Agriculture,,Irrigation,,,,,,,,,,
3319,Agriculture,,Irrigation,,,,,,,,,,
3320,Agriculture,,Irrigation,,,,,,,,,,
3321,Agriculture,,Irrigation,,,,,,,,,,
3322,Agriculture,,Irrigation,,,,,,,,,,
3323,Agriculture,,Irrigation,,,,,,,,,,
3324,Agriculture,,Irrigation,,,,,,,,,,
3325,Agriculture,,Irrigation,,,,,,,,,,
3326,Agriculture,,Irrigation,,,,,,,,,,
3327,Agriculture,,Irrigation,,,,,,,,,,
3328,Agriculture,,Irrigation,,,,,,,,,,
3329,Agriculture,,Irrigation,,,,,,,,,,
3330,Agriculture,,Irrigation,,,,,,,,,,
3331,Agriculture,,Irrigation,,,,,,,,,,
3332,Agriculture,,Irrigation,,,,,,,,,,
3333,Agriculture,,Irrigation,,,,,,,,,,
3334,Agriculture,,Irrigation,,,,,,,,,,
3335,Agriculture,,Irrigation,,,,,,,,,,
3336,Agriculture,,Irrigation,,,,,,,,,,
3337,Agriculture,,Irrigation,,,,,,,,,,
3338,Agriculture,,Irrigation,,,,,,,,,,
3339,Agriculture,,Irrigation,,,,,,,,,,
3340,Agriculture,,Irrigation,,,,,,,,,,
3341,Agriculture,,Irrigation,,,,,,,,,,
3342,Agriculture,,Irrigation,,,,,,,,,,
3343,Agriculture,,Irrigation,,,,,,,,,,
3344,Agriculture,,Irrigation,,,,,,,,,,
3345,Agriculture,,Irrigation,,,,,,,,,,
3346,Agriculture,,Irrigation,,,,,,,,,,
3347,Agriculture,,Irrigation,,,,,,,,,,
3348,Agriculture,,Irrigation,,,,,,,,,,
3349,Agriculture,,Irrigation,,,,,,,,,,
3350,Agriculture,,Irrigation,,,,,,,,,,
3351,Agriculture,,Irrigation,,,,,,,,,,
3352,Agriculture,,Irrigation,,,,,,,,,,
3353,Agriculture,,Irrigation,,,,,,,,,,
3354,Agriculture,,Irrigation,,,,,,,,,,
3355,Agriculture,,Irrigation,,,,,,,,,,
3356,Agriculture,,Irrigation,,,,,,,,,,
3357,Agriculture,,Irrigation,,,,,,,,,,
3358,Agriculture,,Irrigation,,,,,,,,,,
3359,Agriculture,,Irrigation,,,,,,,,,,
3360,Agriculture,,Irrigation,,,,,,,,,,
3361,Agriculture,,Irrigation,,,,,,,,,,
3362,Agriculture,,Irrigation,,,,,,,,,,
3363,Agriculture,,Irrigation,,,,,,,,,,
3364,Agriculture,,Irrigation,,,,,,,,,,
3365,Agriculture,,Irrigation,,,,,,,,,,
3366,Agriculture,,Irrigation,,,,,,,,,,
3367,Agriculture,,Irrigation,,,,,,,,,,
3368,Agriculture,,Irrigation,,,,,,,,,,
3369,Agriculture,,Irrigation,,,,,,,,,,
3370,Agriculture,,Irrigation,,,,,,,,,,
3371,Agriculture,,Irrigation,,,,,,,,,,
3372,Agriculture,,Irrigation,,,,,,,,,,
3373,Agriculture,,Irrigation,,,,,,,,,,
3374,Agriculture,,Irrigation,,,,,,,,,,
3375,Agriculture,,Irrigation,,,,,,,,,,
3376,Agriculture,,Irrigation,,,,,,,,,,
3377,Agriculture,,Irrigation,,,,,,,,,,
3378,Agriculture,,Irrigation,,,,,,,,,,
3379,Agriculture,,Irrigation,,,,,,,,,,
3380,Agriculture,,Irrigation,,,,,,,,,,
3381,Agriculture,,Irrigation,,,,,,,,,,
3382,Agriculture,,Irrigation,,,,,,,,,,
3383,Agriculture,,Irrigation,,,,,,,,,,
3384,Agriculture,,Irrigation,,,,,,,,,,
3385,Agriculture,,Irrigation,,,,,,,,,,
3386,Agriculture,,Irrigation,,,,,,,,,,
3387,Agriculture,,Irrigation,,,,,,,,,,
3388,Agriculture,,Irrigation,,,,,,,,,,
3389,Agriculture,,Irrigation,,,,,,,,,,
3390,Agriculture,,Irrigation,,,,,,,,,,
3391,Agriculture,,Irrigation,,,,,,,,,,
3392,Agriculture,,Irrigation,,,,,,,,,,
3393,Agriculture,,Irrigation,,,,,,,,,,
3394,Agriculture,,Irrigation,,,,,,,,,,
3395,Agriculture,,Irrigation,,,,,,,,,,
3396,Agriculture,,Irrigation,,,,,,,,,,
3397,Agriculture,,Irrigation,,,,,,,,,,
3398,Agriculture,,Irrigation,,,,,,,,,,
3399,Agriculture,,Irrigation,,,,,,,,,,
3400,Agriculture,,Irrigation,,,,,,,,,,
3401,Agriculture,,Irrigation,,,,,,,,,,
3402,Agriculture,,Irrigation,,,,,,,,,,
3403,Agriculture,,Irrigation,,,,,,,,,,
3404,Agriculture,,Irrigation,,,,,,,,,,
3405,Agriculture,,Irrigation,,,,,,,,,,
3406,Agriculture,,Irrigation,,,,,,,,,,
3407,Agriculture,,Irrigation,,,,,,,,,,
3408,Agriculture,,Irrigation,,,,,,,,,,
3409,Agriculture,,Irrigation,,,,,,,,,,
3410,Agriculture,,Irrigation,,,,,,,,,,
3411,Agriculture,,Irrigation,,,,,,,,,,
3412,Agriculture,,Irrigation,,,,,,,,,,
3413,Agriculture,,Irrigation,,,,,,,,,,
3414,Agriculture,,Irrigation,,,,,,,,,,
3415,Agriculture,,Irrigation,,,,,,,,,,
3416,Agriculture,,Irrigation,,,,,,,,,,
3417,Agriculture,,Irrigation,,,,,,,,,,
3418,Agriculture,,Irrigation,,,,,,,,,,
3419,Agriculture,,Irrigation,,,,,,,,,,
3420,Agriculture,,Irrigation,,,,,,,,,,
3421,Agriculture,,Irrigation,,,,,,,,,,
3422,Agriculture,,Irrigation,,,,,,,,,,
3423,Agriculture,,Irrigation,,,,,,,,,,
3424,Agriculture,,Irrigation,,,,,,,,,,
3425,Agriculture,,Irrigation,,,,,,,,,,
3426,Agriculture,,Irrigation,,,,,,,,,,
3427,Agriculture,,Irrigation,,,,,,,,,,
3428,Agriculture,,Irrigation,,,,,,,,,,
3429,Agriculture,,Irrigation,,,,,,,,,,
3430,Agriculture,,Irrigation,,,,,,,,,,
3431,Agriculture,,Irrigation,,,,,,,,,,
3432,Agriculture,,Irrigation,,,,,,,,,,
3433,Agriculture,,Irrigation,,,,,,,,,,
3434,Agriculture,,Irrigation,,,,,,,,,,
3435,Agriculture,,Irrigation,,,,,,,,,,
3436,Agriculture,,Irrigation,,,,,,,,,,
3437,Agriculture,,Irrigation,,,,,,,,,,
3438,Agriculture,,Irrigation,,,,,,,,,,
3439,Agriculture,,Irrigation,,,,,,,,,,
3440,Agriculture,,Irrigation,,,,,,,,,,
3441,Agriculture,,Irrigation,,,,,,,,,,
3442,Agriculture,,Irrigation,,,,,,,,,,
3443,Agriculture,,Irrigation,,,,,,,,,,
3444,Agriculture,,Irrigation,,,,,,,,,,
3445,Agriculture,,Irrigation,,,,,,,,,,
3446,Agriculture,,Irrigation,,,,,,,,,,
3447,Agriculture,,Irrigation,,,,,,,,,,
3448,Agriculture,,Irrigation,,,,,,,,,,
3449,Agriculture,,Irrigation,,,,,,,,,,
3450,Agriculture,,Irrigation,,,,,,,,,,
3451,Agriculture,,Irrigation,,,,,,,,,,
3452,Agriculture,,Irrigation,,,,,,,,,,
3453,Agriculture,,Irrigation,,,,,,,,,,
3454,Agriculture,,Irrigation,,,,,,,,,,
3455,Agriculture,,Irrigation,,,,,,,,,,
3456,Agriculture,,Irrigation,,,,,,,,,,
3457,Agriculture,,Irrigation,,,,,,,,,,
3458,Agriculture,,Irrigation,,,,,,,,,,
3459,Agriculture,,Irrigation,,,,,,,,,,
3460,Agriculture,,Irrigation,,,,,,,,,,
3461,Agriculture,,Irrigation,,,,,,,,,,
3462,Agriculture,,Irrigation,,,,,,,,,,
3463,Agriculture,,Irrigation,,,,,,,,,,
3464,Agriculture,,Irrigation,,,,,,,,,,
3465,Agriculture,,Irrigation,,,,,,,,,,
3466,Agriculture,,Irrigation,,,,,,,,,,
3467,Agriculture,,Irrigation,,,,,,,,,,
3468,Agriculture,,Irrigation,,,,,,,,,,
3469,Agriculture,,Irrigation,,,,,,,,,,
3470,Agriculture,,Irrigation,,,,,,,,,,
3471,Agriculture,,Irrigation,,,,,,,,,,
3472,Agriculture,,Irrigation,,,,,,,,,,
3473,Agriculture,,Irrigation,,,,,,,,,,
3474,Agriculture,,Irrigation,,,,,,,,,,
3475,Agriculture,,Irrigation,,,,,,,,,,
3476,Agriculture,,Irrigation,,,,,,,,,,
3477,Agriculture,,Irrigation,,,,,,,,,,
3478,Agriculture,,Irrigation,,,,,,,,,,
3479,Agriculture,,Irrigation,,,,,,,,,,
3480,Agriculture,,Irrigation,,,,,,,,,,
3481,Agriculture,,Irrigation,,,,,,,,,,
3482,Agriculture,,Irrigation,,,,,,,,,,
3483,Agriculture,,Irrigation,,,,,,,,,,
3484,Agriculture,,Irrigation,,,,,,,,,,
3485,Agriculture,,Irrigation,,,,,,,,,,
3486,Agriculture,,Irrigation,,,,,,,,,,
3487,Agriculture,,Irrigation,,,,,,,,,,
3488,Agriculture,,Irrigation,,,,,,,,,,
3489,Agriculture,,Irrigation,,,,,,,,,,
3490,Agriculture,,Irrigation,,,,,,,,,,
3491,Agriculture,,Irrigation,,,,,,,,,,
3492,Agriculture,,Irrigation,,,,,,,,,,
3493,Agriculture,,Irrigation,,,,,,,,,,
3494,Agriculture,,Irrigation,,,,,,,,,,
3495,Agriculture,,Irrigation,,,,,,,,,,
3496,Agriculture,,Irrigation,,,,,,,,,,
3497,Agriculture,,Irrigation,,,,,,,,,,
3498,Agriculture,,Irrigation,,,,,,,,,,
3499,Agriculture,,Irrigation,,,,,,,,,,
3500,Agriculture,,Irrigation,,,,,,,,,,
3501,Agriculture,,Irrigation,,,,,,,,,,
3502,Agriculture,,Irrigation,,,,,,,,,,
3503,Agriculture,,Irrigation,,,,,,,,,,
3504,Agriculture,,Irrigation,,,,,,,,,,
3505,Agriculture,,Irrigation,,,,,,,,,,
3506,Agriculture,,Irrigation,,,,,,,,,,
3507,Agriculture,,Irrigation,,,,,,,,,,
3508,Agriculture,,Irrigation,,,,,,,,,,
3509,Agriculture,,Irrigation,,,,,,,,,,
3510,Agriculture,,Irrigation,,,,,,,,,,
3511,Agriculture,,Irrigation,,,,,,,,,,
3512,Agriculture,,Irrigation,,,,,,,,,,
3513,Agriculture,,Irrigation,,,,,,,,,,
3514,Agriculture,,Irrigation,,,,,,,,,,
3515,Agriculture,,Irrigation,,,,,,,,,,
3516,Agriculture,,Irrigation,,,,,,,,,,
3517,Agriculture,,Irrigation,,,,,,,,,,
3518,Agriculture,,Irrigation,,,,,,,,,,
3519,Agriculture,,Irrigation,,,,,,,,,,
3520,Agriculture,,Irrigation,,,,,,,,,,
3521,Agriculture,,Irrigation,,,,,,,,,,
3522,Agriculture,,Irrigation,,,,,,,,,,
3523,Agriculture,,Irrigation,,,,,,,,,,
3524,Agriculture,,Irrigation,,,,,,,,,,
3525,Agriculture,,Irrigation,,,,,,,,,,
3526,Agriculture,,Irrigation,,,,,,,,,,
3527,Agriculture,,Irrigation,,,,,,,,,,
3528,Agriculture,,Irrigation,,,,,,,,,,
3529,Agriculture,,Irrigation,,,,,,,,,,
3530,Agriculture,,Irrigation,,,,,,,,,,
3531,Agriculture,,Irrigation,,,,,,,,,,
3532,Agriculture,,Irrigation,,,,,,,,,,
3533,Agriculture,,Irrigation,,,,,,,,,,
3534,Agriculture,,Irrigation,,,,,,,,,,
3535,Agriculture,,Irrigation,,,,,,,,,,
3536,Agriculture,,Irrigation,,,,,,,,,,
3537,Agriculture,,Irrigation,,,,,,,,,,
3538,Agriculture,,Irrigation,,,,,,,,,,
3539,Agriculture,,Irrigation,,,,,,,,,,
3540,Agriculture,,Irrigation,,,,,,,,,,
3541,Agriculture,,Irrigation,,,,,,,,,,
3542,Agriculture,,Irrigation,,,,,,,,,,
3543,Agriculture,,Irrigation,,,,,,,,,,
3544,Agriculture,,Irrigation,,,,,,,,,,
3545,Agriculture,,Irrigation,,,,,,,,,,
3546,Agriculture,,Irrigation,,,,,,,,,,
3547,Agriculture,,Irrigation,,,,,,,,,,
3548,Agriculture,,Irrigation,,,,,,,,,,
3549,Agriculture,,Irrigation,,,,,,,,,,
3550,Agriculture,,Irrigation,,,,,,,,,,
3551,Agriculture,,Irrigation,,,,,,,,,,
3552,Agriculture,,Irrigation,,,,,,,,,,
3553,Agriculture,,Irrigation,,,,,,,,,,
3554,Agriculture,,Irrigation,,,,,,,,,,
3555,Agriculture,,Irrigation,,,,,,,,,,
3556,Agriculture,,Irrigation,,,,,,,,,,
3557,Agriculture,,Irrigation,,,,,,,,,,
3558,Agriculture,,Irrigation,,,,,,,,,,
3559,Agriculture,,Irrigation,,,,,,,,,,
3560,Agriculture,,Irrigation,,,,,,,,,,
3561,Agriculture,,Irrigation,,,,,,,,,,
3562,Agriculture,,Irrigation,,,,,,,,,,
3563,Agriculture,,Irrigation,,,,,,,,,,
3564,Agriculture,,Irrigation,,,,,,,,,,
3565,Agriculture,,Irrigation,,,,,,,,,,
3566,Agriculture,,Irrigation,,,,,,,,,,
3567,Agriculture,,Irrigation,,,,,,,,,,
3568,Agriculture,,Irrigation,,,,,,,,,,
3569,Agriculture,,Irrigation,,,,,,,,,,
3570,Agriculture,,Irrigation,,,,,,,,,,
3571,Agriculture,,Irrigation,,,,,,,,,,
3572,Agriculture,,Irrigation,,,,,,,,,,
3573,Agriculture,,Irrigation,,,,,,,,,,
3574,Agriculture,,Irrigation,,,,,,,,,,
3575,Agriculture,,Irrigation,,,,,,,,,,
3576,Agriculture,,Irrigation,,,,,,,,,,
3577,Agriculture,,Irrigation,,,,,,,,,,
3578,Agriculture,,Irrigation,,,,,,,,,,
3579,Agriculture,,Irrigation,,,,,,,,,,
3580,Agriculture,,Irrigation,,,,,,,,,,
3581,Agriculture,,Irrigation,,,,,,,,,,
3582,Agriculture,,Irrigation,,,,,,,,,,
3583,Agriculture,,Irrigation,,,,,,,,,,
3584,Agriculture,,Irrigation,,,,,,,,,,
3585,Agriculture,,Irrigation,,,,,,,,,,
3586,Agriculture,,Irrigation,,,,,,,,,,
3587,Agriculture,,Irrigation,,,,,,,,,,
3588,Agriculture,,Irrigation,,,,,,,,,,
3589,Agriculture,,Irrigation,,,,,,,,,,
3590,Agriculture,,Irrigation,,,,,,,,,,
3591,Agriculture,,Irrigation,,,,,,,,,,
3592,Agriculture,,Irrigation,,,,,,,,,,
3593,Agriculture,,Irrigation,,,,,,,,,,
3594,Agriculture,,Irrigation,,,,,,,,,,
3595,Agriculture,,Irrigation,,,,,,,,,,
3596,Agriculture,,Irrigation,,,,,,,,,,
3597,Agriculture,,Irrigation,,,,,,,,,,
3598,Agriculture,,Irrigation,,,,,,,,,,
3599,Agriculture,,Irrigation,,,,,,,,,,
3600,Agriculture,,Irrigation,,,,,,,,,,
3601,Agriculture,,Irrigation,,,,,,,,,,
3602,Agriculture,,Irrigation,,,,,,,,,,
3603,Agriculture,,Irrigation,,,,,,,,,,
3604,Agriculture,,Irrigation,,,,,,,,,,
3605,Agriculture,,Irrigation,,,,,,,,,,
3606,Agriculture,,Irrigation,,,,,,,,,,
3607,Agriculture,,Irrigation,,,,,,,,,,
3608,Agriculture,,Irrigation,,,,,,,,,,
3609,Agriculture,,Irrigation,,,,,,,,,,
3610,Agriculture,,Irrigation,,,,,,,,,,
3611,Agriculture,,Irrigation,,,,,,,,,,
3612,Agriculture,,Irrigation,,,,,,,,,,
3613,Agriculture,,Irrigation,,,,,,,,,,
3614,Agriculture,,Irrigation,,,,,,,,,,
3615,Agriculture,,Irrigation,,,,,,,,,,
3616,Agriculture,,Irrigation,,,,,,,,,,
3617,Agriculture,,Irrigation,,,,,,,,,,
3618,Agriculture,,Irrigation,,,,,,,,,,
3619,Agriculture,,Irrigation,,,,,,,,,,
3620,Agriculture,,Irrigation,,,,,,,,,,
3621,Agriculture,,Irrigation,,,,,,,,,,
3622,Agriculture,,Irrigation,,,,,,,,,,
3623,Agriculture,,Irrigation,,,,,,,,,,
3624,Agriculture,,Irrigation,,,,,,,,,,
3625,Agriculture,,Irrigation,,,,,,,,,,
3626,Agriculture,,Irrigation,,,,,,,,,,
3627,Agriculture,,Irrigation,,,,,,,,,,
3628,Agriculture,,Irrigation,,,,,,,,,,
3629,Agriculture,,Irrigation,,,,,,,,,,
3630,Agriculture,,Irrigation,,,,,,,,,,
3631,Agriculture,,Irrigation,,,,,,,,,,
3632,Agriculture,,Irrigation,,,,,,,,,,
3633,Agriculture,,Irrigation,,,,,,,,,,
3634,Agriculture,,Irrigation,,,,,,,,,,
3635,Agriculture,,Irrigation,,,,,,,,,,
3636,Agriculture,,Irrigation,,,,,,,,,,
3637,Agriculture,,Irrigation,,,,,,,,,,
3638,Agriculture,,Irrigation,,,,,,,,,,
3639,Agriculture,,Irrigation,,,,,,,,,,
3640,Agriculture,,Irrigation,,,,,,,,,,
3641,Agriculture,,Irrigation,,,,,,,,,,
3642,Agriculture,,Irrigation,,,,,,,,,,
3643,Agriculture,,Irrigation,,,,,,,,,,
3644,Agriculture,,Irrigation,,,,,,,,,,
3645,Agriculture,,Irrigation,,,,,,,,,,
3646,Agriculture,,Irrigation,,,,,,,,,,
3647,Agriculture,,Irrigation,,,,,,,,,,
3648,Agriculture,,Irrigation,,,,,,,,,,
3649,Agriculture,,Irrigation,,,,,,,,,,
3650,Agriculture,,Irrigation,,,,,,,,,,
3651,Agriculture,,Irrigation,,,,,,,,,,
3652,Agriculture,,Irrigation,,,,,,,,,,
3653,Agriculture,,Irrigation,,,,,,,,,,
3654,Agriculture,,Irrigation,,,,,,,,,,
3655,Agriculture,,Irrigation,,,,,,,,,,
3656,Agriculture,,Irrigation,,,,,,,,,,
3657,Agriculture,,Irrigation,,,,,,,,,,
3658,Agriculture,,Irrigation,,,,,,,,,,
3659,Agriculture,,Irrigation,,,,,,,,,,
3660,Agriculture,,Irrigation,,,,,,,,,,
3661,Agriculture,,Irrigation,,,,,,,,,,
3662,Agriculture,,Irrigation,,,,,,,,,,
3663,Agriculture,,Irrigation,,,,,,,,,,
3664,Agriculture,,Irrigation,,,,,,,,,,
3665,Agriculture,,Irrigation,,,,,,,,,,
3666,Agriculture,,Irrigation,,,,,,,,,,
3667,Agriculture,,Irrigation,,,,,,,,,,
3668,Agriculture,,Irrigation,,,,,,,,,,
3669,Agriculture,,Irrigation,,,,,,,,,,
3670,Agriculture,,Irrigation,,,,,,,,,,
3671,Agriculture,,Irrigation,,,,,,,,,,
3672,Agriculture,,Irrigation,,,,,,,,,,
3673,Agriculture,,Irrigation,,,,,,,,,,
3674,Agriculture,,Irrigation,,,,,,,,,,
3675,Agriculture,,Irrigation,,,,,,,,,,
3676,Agriculture,,Irrigation,,,,,,,,,,
3677,Agriculture,,Irrigation,,,,,,,,,,
3678,Agriculture,,Irrigation,,,,,,,,,,
3679,Agriculture,,Irrigation,,,,,,,,,,
3680,Agriculture,,Irrigation,,,,,,,,,,
3681,Agriculture,,Irrigation,,,,,,,,,,
3682,Agriculture,,Irrigation,,,,,,,,,,
3683,Agriculture,,Irrigation,,,,,,,,,,
3684,Agriculture,,Irrigation,,,,,,,,,,
3685,Agriculture,,Irrigation,,,,,,,,,,
3686,Agriculture,,Irrigation,,,,,,,,,,
3687,Agriculture,,Irrigation,,,,,,,,,,
3688,Agriculture,,Irrigation,,,,,,,,,,
3689,Agriculture,,Irrigation,,,,,,,,,,
3690,Agriculture,,Irrigation,,,,,,,,,,
3691,Agriculture,,Irrigation,,,,,,,,,,
3692,Agriculture,,Irrigation,,,,,,,,,,
3693,Agriculture,,Irrigation,,,,,,,,,,
3694,Agriculture,,Irrigation,,,,,,,,,,
3695,Agriculture,,Irrigation,,,,,,,,,,
3696,Agriculture,,Irrigation,,,,,,,,,,
3697,Agriculture,,Irrigation,,,,,,,,,,
3698,Agriculture,,Irrigation,,,,,,,,,,
3699,Agriculture,,Irrigation,,,,,,,,,,
3700,Agriculture,,Irrigation,,,,,,,,,,
3701,Agriculture,,Irrigation,,,,,,,,,,
3702,Agriculture,,Irrigation,,,,,,,,,,
3703,Agriculture,,Irrigation,,,,,,,,,,
3704,Agriculture,,Irrigation,,,,,,,,,,
3705,Agriculture,,Irrigation,,,,,,,,,,
3706,Agriculture,,Irrigation,,,,,,,,,,
3707,Agriculture,,Irrigation,,,,,,,,,,
3708,Agriculture,,Irrigation,,,,,,,,,,
3709,Agriculture,,Irrigation,,,,,,,,,,
3710,Agriculture,,Irrigation,,,,,,,,,,
3711,Agriculture,,Irrigation,,,,,,,,,,
3712,Agriculture,,Irrigation,,,,,,,,,,
3713,Agriculture,,Irrigation,,,,,,,,,,
3714,Agriculture,,Irrigation,,,,,,,,,,
3715,Agriculture,,Irrigation,,,,,,,,,,
3716,Agriculture,,Irrigation,,,,,,,,,,
3717,Agriculture,,Irrigation,,,,,,,,,,
3718,Agriculture,,Irrigation,,,,,,,,,,
3719,Agriculture,,Irrigation,,,,,,,,,,
3720,Agriculture,,Irrigation,,,,,,,,,,
3721,Agriculture,,Irrigation,,,,,,,,,,
3722,Agriculture,,Irrigation,,,,,,,,,,
3723,Agriculture,,Irrigation,,,,,,,,,,
3724,Agriculture,,Irrigation,,,,,,,,,,
3725,Agriculture,,Irrigation,,,,,,,,,,
3726,Agriculture,,Irrigation,,,,,,,,,,
3727,Agriculture,,Irrigation,,,,,,,,,,
3728,Agriculture,,Irrigation,,,,,,,,,,
3729,Agriculture,,Irrigation,,,,,,,,,,
3730,Agriculture,,Irrigation,,,,,,,,,,
3731,Agriculture,,Irrigation,,,,,,,,,,
3732,Agriculture,,Irrigation,,,,,,,,,,
3733,Agriculture,,Irrigation,,,,,,,,,,
3734,Agriculture,,Irrigation,,,,,,,,,,
3735,Agriculture,,Irrigation,,,,,,,,,,
3736,Agriculture,,Irrigation,,,,,,,,,,
3737,Agriculture,,Irrigation,,,,,,,,,,
3738,Agriculture,,Irrigation,,,,,,,,,,
3739,Agriculture,,Irrigation,,,,,,,,,,
3740,Agriculture,,Irrigation,,,,,,,,,,
3741,Agriculture,,Irrigation,,,,,,,,,,
3742,Agriculture,,Irrigation,,,,,,,,,,
3743,Agriculture,,Irrigation,,,,,,,,,,
3744,Agriculture,,Irrigation,,,,,,,,,,
3745,Agriculture,,Irrigation,,,,,,,,,,
3746,Agriculture,,Irrigation,,,,,,,,,,
3747,Agriculture,,Irrigation,,,,,,,,,,
3748,Agriculture,,Irrigation,,,,,,,,,,
3749,Agriculture,,Irrigation,,,,,,,,,,
3750,Agriculture,,Irrigation,,,,,,,,,,
3751,Agriculture,,Irrigation,,,,,,,,,,
3752,Agriculture,,Irrigation,,,,,,,,,,
3753,Agriculture,,Irrigation,,,,,,,,,,
3754,Agriculture,,Irrigation,,,,,,,,,,
3755,Agriculture,,Irrigation,,,,,,,,,,
3756,Agriculture,,Irrigation,,,,,,,,,,
3757,Agriculture,,Irrigation,,,,,,,,,,
3758,Agriculture,,Irrigation,,,,,,,,,,
3759,Agriculture,,Irrigation,,,,,,,,,,
3760,Agriculture,,Irrigation,,,,,,,,,,
3761,Agriculture,,Irrigation,,,,,,,,,,
3762,Agriculture,,Irrigation,,,,,,,,,,
3763,Agriculture,,Irrigation,,,,,,,,,,
3764,Agriculture,,Irrigation,,,,,,,,,,
3765,Agriculture,,Irrigation,,,,,,,,,,
3766,Agriculture,,Irrigation,,,,,,,,,,
3767,Agriculture,,Irrigation,,,,,,,,,,
3768,Agriculture,,Irrigation,,,,,,,,,,
3769,Agriculture,,Irrigation,,,,,,,,,,
3770,Agriculture,,Irrigation,,,,,,,,,,
3771,Agriculture,,Irrigation,,,,,,,,,,
3772,Agriculture,,Irrigation,,,,,,,,,,
3773,Agriculture,,Irrigation,,,,,,,,,,
3774,Agriculture,,Irrigation,,,,,,,,,,
3775,Agriculture,,Irrigation,,,,,,,,,,
3776,Agriculture,,Irrigation,,,,,,,,,,
3777,Agriculture,,Irrigation,,,,,,,,,,
3778,Agriculture,,Irrigation,,,,,,,,,,
3779,Agriculture,,Irrigation,,,,,,,,,,
3780,Agriculture,,Irrigation,,,,,,,,,,
3781,Agriculture,,Irrigation,,,,,,,,,,
3782,Agriculture,,Irrigation,,,,,,,,,,
3783,Agriculture,,Irrigation,,,,,,,,,,
3784,Agriculture,,Irrigation,,,,,,,,,,
3785,Agriculture,,Irrigation,,,,,,,,,,
3786,Agriculture,,Irrigation,,,,,,,,,,
3787,Agriculture,,Irrigation,,,,,,,,,,
3788,Agriculture,,Irrigation,,,,,,,,,,
3789,Agriculture,,Irrigation,,,,,,,,,,
3790,Agriculture,,Irrigation,,,,,,,,,,
3791,Agriculture,,Irrigation,,,,,,,,,,
3792,Agriculture,,Irrigation,,,,,,,,,,
3793,Agriculture,,Irrigation,,,,,,,,,,
3794,Agriculture,,Irrigation,,,,,,,,,,
3795,Agriculture,,Irrigation,,,,,,,,,,
3796,Agriculture,,Irrigation,,,,,,,,,,
3797,Agriculture,,Irrigation,,,,,,,,,,
3798,Agriculture,,Irrigation,,,,,,,,,,
3799,Agriculture,,Irrigation,,,,,,,,,,
3800,Agriculture,,Irrigation,,,,,,,,,,
3801,Agriculture,,Irrigation,,,,,,,,,,
3802,Agriculture,,Irrigation,,,,,,,,,,
3803,Agriculture,,Irrigation,,,,,,,,,,
3804,Agriculture,,Irrigation,,,,,,,,,,
3805,Agriculture,,Irrigation,,,,,,,,,,
3806,Agriculture,,Irrigation,,,,,,,,,,
3807,Agriculture,,Irrigation,,,,,,,,,,
3808,Agriculture,,Irrigation,,,,,,,,,,
3809,Agriculture,,Irrigation,,,,,,,,,,
3810,Agriculture,,Irrigation,,,,,,,,,,
3811,Agriculture,,Irrigation,,,,,,,,,,
3812,Agriculture,,Irrigation,,,,,,,,,,
3813,Agriculture,,Irrigation,,,,,,,,,,
3814,Agriculture,,Irrigation,,,,,,,,,,
3815,Agriculture,,Irrigation,,,,,,,,,,
3816,Agriculture,,Irrigation,,,,,,,,,,
3817,Agriculture,,Irrigation,,,,,,,,,,
3818,Agriculture,,Irrigation,,,,,,,,,,
3819,Agriculture,,Irrigation,,,,,,,,,,
3820,Agriculture,,Irrigation,,,,,,,,,,
3821,Agriculture,,Irrigation,,,,,,,,,,
3822,Agriculture,,Irrigation,,,,,,,,,,
3823,Agriculture,,Irrigation,,,,,,,,,,
3824,Agriculture,,Irrigation,,,,,,,,,,
3825,Agriculture,,Irrigation,,,,,,,,,,
3826,Agriculture,,Irrigation,,,,,,,,,,
3827,Agriculture,,Irrigation,,,,,,,,,,
3828,Agriculture,,Irrigation,,,,,,,,,,
3829,Agriculture,,Irrigation,,,,,,,,,,
3830,Agriculture,,Irrigation,,,,,,,,,,
3831,Agriculture,,Irrigation,,,,,,,,,,
3832,Agriculture,,Irrigation,,,,,,,,,,
3833,Agriculture,,Irrigation,,,,,,,,,,
3834,Agriculture,,Irrigation,,,,,,,,,,
