BeneficialUseID,BeneficialUseUUID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
395,395,"Irrigation, Fishery, Fire, Stock, Evaporative",,,
396,396,"Irrigation, Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
397,397,"Storage, Irrigation, Recreation, Fire, Stock, Household Use Only",,,
398,398,"Irrigation, Recreation, Fishery, Fire, Evaporative, Wildlife",,,
399,399,"Irrigation, Fishery, Stock, Wildlife",,,
400,400,"Storage, Irrigation, Recreation, Fishery, Fire, Evaporative, Wildlife",,,
401,401,"Municipal, Fishery, Domestic, Stock, Augmentation",,,
402,402,"Storage, Recreation, Fishery, Fire, Augmentation, Evaporative, Wildlife",,,
403,403,"Storage, Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
404,404,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Other",,,
405,405,"Fishery, Fire",,,
406,406,Recharge,,,
407,407,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Augmentation, Wildlife",,,
408,408,"Storage, Municipal, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
409,409,"Irrigation, Municipal, Industrial, Fire, Domestic, Stock",,,
410,410,"Irrigation, Stock, Augmentation",,,
411,411,"Municipal, Fire, Domestic, Stock",,,
412,412,"Irrigation, Fishery, Stock, Augmentation",,,
413,413,"Commercial, Industrial, Fire, Domestic, Augmentation",,,
414,414,"Irrigation, Fire, Augmentation, Power",,,
415,415,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Evaporative",,,
416,416,"Irrigation, Recreation, Fishery, Stock, Augmentation, Wildlife",,,
417,417,"Recreation, Fishery, Fire, Domestic, Other, Wildlife",,,
418,418,"Irrigation, Municipal, Industrial, Recreation, Fishery",,,
419,419,"Storage, Irrigation, Municipal, Fishery, Wildlife",,,
420,420,"Storage, Irrigation, Commercial, Domestic, Stock, Augmentation, Other",,,
421,421,"Storage, Irrigation, Recreation, Fishery, Stock",,,
422,422,"Irrigation, Fishery, Fire, Stock, Augmentation",,,
423,423,"Irrigation, Industrial, Fishery, Augmentation",,,
424,424,"Irrigation, Recreation, Fishery, Fire, Augmentation, Snowmaking, Other, Wildlife",,,
425,425,"Storage, Municipal, Commercial, Domestic, Augmentation",,,
426,426,"Industrial, Stock, Wildlife",,,
427,427,"Storage, Commercial, Fire, Domestic, Snowmaking",,,
428,428,"Recreation, Fishery, Power, Wildlife",,,
429,429,"Irrigation, Municipal, Industrial, Recreation, Domestic, Stock, Augmentation, Recharge",,,
430,430,"Storage, Irrigation, Industrial, Domestic",,,
431,431,"Irrigation, Industrial, Fishery, Stock, Augmentation, Wildlife",,,
432,432,"Irrigation, Fire, Domestic, Stock, Augmentation, Other",,,
433,433,"Irrigation, Commercial, Recreation, Fishery, Domestic, Augmentation, Recharge, Wildlife",,,
434,434,"Irrigation, Municipal, Commercial, Fire, Domestic, Other, Recharge",,,
435,435,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Augmentation, Evaporative, Wildlife",,,
436,436,"Recreation, Fishery, Fire, Stock, Evaporative, Wildlife",,,
437,437,"Irrigation, Commercial, Industrial, Domestic, Augmentation",,,
438,438,"Commercial, Recreation, Fishery, Fire, Domestic, Stock",,,
439,439,"Recreation, Fishery, Augmentation, Other, Wildlife",,,
440,440,"Storage, Irrigation, Domestic, Stock, Wildlife",,,
441,441,"Commercial, Domestic, Snowmaking",,,
442,442,"Industrial, Recreation, Fire, Evaporative, Other",,,
443,443,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Recharge",,,
444,444,"Storage, Irrigation, Fire, Stock, Household Use Only",,,
445,445,"Irrigation, Stock, Wildlife, All Beneficial Uses",,,
446,446,"Irrigation, Commercial, Industrial, Domestic",,,
447,447,"Irrigation, Commercial, Industrial, Domestic, Stock",,,
448,448,"Irrigation, Commercial, Fishery, Domestic, Wildlife",,,
449,449,"Irrigation, Industrial, Fire, Snowmaking",,,
450,450,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Wildlife",,,
451,451,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Augmentation, Other",,,
452,452,"Irrigation, Commercial, Industrial, Fire, Domestic, Federal Reserved",,,
453,453,"Irrigation, Stock, Recharge, Wildlife",,,
454,454,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Recharge",,,
455,455,"Irrigation, Recreation, Fishery, Evaporative, Wildlife",,,
456,456,"Commercial, Recreation, Fishery",,,
457,457,"Irrigation, Municipal, Commercial, Recharge",,,
458,458,"Irrigation, Fishery, Domestic, Stock, Other",,,
459,459,"Irrigation, Stock, Power",,,
460,460,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Other, Wildlife",,,
461,461,"Other, Wildlife",,,
462,462,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
463,463,"Irrigation, Municipal, Recreation, Fishery, Fire, Augmentation",,,
464,464,"Irrigation, Fire, Wildlife",,,
465,465,"Commercial, Industrial, Domestic, Power",,,
466,466,"Irrigation, Commercial, Industrial, Fire, Domestic, Augmentation",,,
467,467,"Fishery, Stock, Power",,,
468,468,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Snowmaking",,,
469,469,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Other, Wildlife",,,
470,470,"Recreation, Recharge, Wildlife",,,
471,471,"Recreation, Fire, Wildlife",,,
472,472,"Storage, Stock, Wildlife",,,
473,473,"Irrigation, Recreation, Fishery, Domestic, Snowmaking, Wildlife",,,
474,474,"Storage, Irrigation, Fishery, Stock",,,
475,475,"Irrigation, Domestic, Stock, Household Use Only",,,
476,476,"Storage, Municipal, Commercial",,,
477,477,"Commercial, Recreation, Domestic, Stock",,,
478,478,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
479,479,"Irrigation, Municipal, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Augmentation, Other",,,
480,480,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Other, Wildlife",,,
481,481,"Irrigation, Commercial, Industrial, Fire",,,
482,482,"Storage, Recreation, Fishery, Fire, Wildlife",,,
483,483,"Storage, Irrigation, Commercial, Industrial, Fire, Domestic, Snowmaking",,,
484,484,"Municipal, Recreation, Fishery, Fire, Wildlife",,,
485,485,Domestic,,,
486,486,"Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Augmentation",,,
487,487,"Irrigation, Municipal, Fishery, Domestic, Stock",,,
488,488,"Irrigation, Recreation, Fishery, Domestic, Stock, Augmentation, Other",,,
489,489,"Municipal, Industrial",,,
490,490,"Irrigation, Municipal, Augmentation, Evaporative, Other",,,
491,491,"Storage, Recreation, Fire, Domestic",,,
492,492,"Municipal, Domestic, Augmentation",,,
493,493,"Recreation, Fire, Domestic, Stock, Augmentation, Wildlife",,,
494,494,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Power",,,
495,495,"Recreation, Stock, Wildlife",,,
496,496,"Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
497,497,"Industrial, Recreation, Fishery, Wildlife",,,
498,498,"Irrigation, Recreation, Domestic, Other",,,
499,499,"Commercial, Industrial, Recreation, Domestic, Augmentation, Snowmaking, Other",,,
500,500,"Municipal, Stock, Wildlife, All Beneficial Uses",,,
501,501,"Irrigation, Commercial, Fire, Domestic, Stock, Other",,,
502,502,"Recreation, Fishery, Stock, Power, Wildlife",,,
503,503,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Augmentation",,,
504,504,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
505,505,"Fishery, Fire, Domestic, Stock, Augmentation",,,
506,506,"Irrigation, Recreation, Fishery, Stock, Evaporative",,,
507,507,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Snowmaking",,,
508,508,"Storage, Irrigation, Municipal, Industrial, Domestic, Stock, Augmentation",,,
509,509,"Irrigation, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
510,510,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation",,,
511,511,"Irrigation, Municipal, Industrial, Augmentation, Cumulative Accretion to River, Recharge, All Beneficial Uses",,,
512,512,"Storage, Industrial, Recreation, Fire, Evaporative, Other",,,
513,513,"Irrigation, Recreation, Fire, Geothermal, Other",,,
514,514,"Irrigation, Commercial, Industrial, Recreation, Fishery, Augmentation, Recharge, Wildlife",,,
515,515,"Municipal, Augmentation, Evaporative",,,
516,516,"Recreation, Fishery, Other",,,
517,517,"Commercial, Industrial, Stock",,,
518,518,"Irrigation, Domestic, Augmentation, Evaporative",,,
519,519,"Recreation, Fishery",,,
520,520,"Storage, Irrigation, Recreation, Fishery, Domestic, Wildlife",,,
521,521,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Other",,,
522,522,"Irrigation, Industrial, Power",,,
523,523,"Commercial, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
524,524,"Commercial, Recreation, Fishery, Domestic, Other",,,
525,525,"Irrigation, Municipal, Industrial, Domestic, Stock, Other",,,
526,526,"Irrigation, Industrial, Augmentation",,,
527,527,"Stock, Other",,,
528,528,"Industrial, Fishery",,,
529,529,"Irrigation, Municipal, Fishery",,,
530,530,"Recreation, Fishery, Power",,,
531,531,"Municipal, Domestic, Household Use Only",,,
532,532,"Irrigation, Commercial, Fire, Domestic, Other",,,
533,533,"Storage, Irrigation, Industrial, Recreation, Fishery, Augmentation, Cumulative Accretion to River, Recharge, Wildlife",,,
534,534,"Storage, Stock",,,
535,535,"Irrigation, Municipal, Industrial, Domestic",,,
536,536,"Irrigation, Industrial, Recreation, Domestic, Augmentation",,,
537,537,"Stock, Household Use Only, Wildlife",,,
538,538,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Other",,,
539,539,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
540,540,"Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation",,,
541,541,"Storage, Irrigation, Fishery, Domestic, Augmentation",,,
542,542,"Irrigation, Municipal, Commercial, Industrial, Power",,,
543,543,"Irrigation, Municipal, Recreation, Fishery",,,
544,544,"Irrigation, Municipal, Commercial, Industrial, Domestic, Stock, Augmentation, All Beneficial Uses",,,
545,545,"Federal Reserved, Wildlife",,,
546,546,"Irrigation, Municipal, Commercial, Industrial, Domestic, Stock",,,
547,547,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic",,,
548,548,"Irrigation, Municipal, Augmentation, All Beneficial Uses",,,
549,549,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Household Use Only",,,
550,550,"Irrigation, Commercial, Fishery, Fire, Domestic, Wildlife",,,
551,551,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Wildlife",,,
552,552,"Irrigation, Fishery, Fire, Evaporative, Other",,,
553,553,"Municipal, Recreation, Augmentation",,,
554,554,"Fishery, Stock, Other, Wildlife",,,
555,555,"Irrigation, Industrial, Recreation, Fishery, Fire, Stock, Augmentation, Other",,,
556,556,"Irrigation, Municipal, Commercial, Fire, Domestic, Stock, Household Use Only",,,
557,557,"Recreation, Fire, Domestic, Stock",,,
558,558,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Augmentation, Evaporative, Wildlife",,,
559,559,"Irrigation, Commercial, Fishery, Fire, Domestic, Stock",,,
560,560,"Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation",,,
561,561,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire",,,
562,562,"Irrigation, Recreation, Fishery, Fire, Stock, Other, Wildlife",,,
563,563,"Irrigation, Municipal, Commercial, Industrial, Fishery, Domestic, Stock",,,
564,564,"Irrigation, Municipal, Commercial, Industrial, Domestic, Augmentation",,,
565,565,"Snowmaking, Other",,,
566,566,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Snowmaking, Other",,,
567,567,"Irrigation, Stock",,,
568,568,"Storage, Fire",,,
569,569,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Power",,,
570,570,"Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
571,571,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Evaporative, Wildlife",,,
572,572,"Irrigation, Commercial, Evaporative",,,
573,573,"Irrigation, Fishery, Evaporative",,,
574,574,"Storage, Irrigation, Recreation, Fishery, Fire, Stock",,,
575,575,"Irrigation, Fishery, Fire, Stock, Wildlife",,,
576,576,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Other",,,
577,577,"Storage, Irrigation, Municipal, Commercial, Recreation, Domestic, Other",,,
578,578,"Storage, Irrigation, Commercial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
579,579,"Irrigation, Recreation, Domestic, Stock, Augmentation, Other",,,
580,580,"Recreation, Augmentation, Other, Recharge, Wildlife",,,
581,581,"Municipal, Evaporative",,,
582,582,"Stock, Augmentation, Household Use Only",,,
583,583,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic",,,
584,584,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Power, Wildlife",,,
585,585,"Municipal, Commercial, Power",,,
586,586,"Irrigation, Commercial",,,
587,587,"Recreation, Evaporative, Other",,,
588,588,"Irrigation, Augmentation, Other",,,
589,589,"Fishery, Augmentation, Wildlife",,,
590,590,"Storage, Irrigation, Municipal, Industrial",,,
591,591,"Storage, Irrigation, Fishery, Fire, Domestic, Stock, Wildlife",,,
592,592,"Irrigation, Recreation, Fishery, Domestic, Stock, Other, Wildlife",,,
593,593,"Commercial, Recreation, Domestic",,,
594,594,"Irrigation, Commercial, Recreation, Augmentation",,,
595,595,"Storage, Irrigation, Fishery, Fire, Stock, Other",,,
596,596,"Storage, Irrigation, Recreation, Fishery, Fire, Stock, Wildlife",,,
597,597,"Irrigation, Municipal, Commercial, Fishery, Domestic",,,
598,598,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other, Wildlife",,,
599,599,"Irrigation, Recreation, Fishery, Domestic, Augmentation, Other",,,
600,600,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Stock, Other",,,
601,601,"Storage, Domestic, Stock, Wildlife",,,
602,602,"Irrigation, Municipal, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
603,603,"Augmentation, Other",,,
604,604,"Fire, Domestic, Augmentation",,,
605,605,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation",,,
606,606,Recreation,,,
607,607,"Irrigation, Industrial, Domestic",,,
608,608,"Municipal, Commercial, Stock",,,
609,609,"Municipal, Commercial, Stock, Augmentation",,,
610,610,"Irrigation, Commercial, Industrial, Recreation, Domestic, Augmentation",,,
611,611,"Recreation, Fishery, Wildlife",,,
612,612,"Commercial, Fire, Domestic, Augmentation",,,
613,613,"Storage, Federal Reserved",,,
614,614,"Storage, Irrigation, Recreation, Domestic, Stock, Augmentation",,,
615,615,"Irrigation, Municipal, Industrial, Fishery",,,
616,616,"Irrigation, Recreation, Domestic",,,
617,617,"Irrigation, Fire",,,
618,618,Wildlife,,,
619,619,"Irrigation, Municipal, Industrial, Recreation, Domestic, Stock, Augmentation, Recharge, Wildlife",,,
620,620,"Irrigation, Commercial, Fire, Domestic, Stock, Augmentation, All Beneficial Uses",,,
621,621,"Irrigation, Municipal, Industrial, Recreation, Fishery, Augmentation",,,
622,622,"Irrigation, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Wildlife",,,
623,623,"Storage, Augmentation, Recharge",,,
624,624,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Stock, Other",,,
625,625,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Augmentation",,,
626,626,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Augmentation",,,
627,627,"Storage, Fishery, Fire, Wildlife",,,
628,628,"Storage, Irrigation, Industrial, Recreation, Fishery, Domestic",,,
629,629,"Municipal, Recreation, Fishery, Augmentation, Wildlife",,,
630,630,"Irrigation, Industrial, Recreation, Fishery, Fire, Evaporative",,,
631,631,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Stock, Snowmaking",,,
632,632,"Recreation, Fishery, Domestic, Stock, Other",,,
633,633,"Irrigation, Recreation, Fishery, Augmentation, Other, Recharge, Wildlife",,,
634,634,"Storage, Fishery, Fire, Domestic, Stock, Other",,,
635,635,"Fire, Domestic",,,
636,636,"Municipal, Recreation, Stock",,,
637,637,"Municipal, Commercial, Domestic, Stock",,,
638,638,"Irrigation, Municipal, Domestic, Snowmaking",,,
639,639,"Storage, Irrigation, Industrial, Fire, Augmentation, Evaporative, Other",,,
640,640,"Municipal, Other",,,
641,641,"Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Other",,,
642,642,"Storage, Commercial, Fire, Stock",,,
643,643,"Irrigation, Commercial, Industrial, Domestic, Other",,,
644,644,"Storage, Irrigation, Fishery, Fire, Domestic",,,
645,645,"Irrigation, Snowmaking, Recharge",,,
646,646,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
647,647,"Irrigation, Fishery, Domestic, Stock, Augmentation, Power",,,
648,648,"Irrigation, Industrial, Fishery, Stock, Augmentation, Other, Wildlife",,,
649,649,"Storage, Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Augmentation, Evaporative, Recharge",,,
650,650,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Stock",,,
651,651,"Irrigation, Domestic, Federal Reserved",,,
652,652,"Municipal, Snowmaking",,,
653,653,"Recreation, Fire, Augmentation",,,
654,654,"Commercial, Industrial, All Beneficial Uses",,,
655,655,"Municipal, Commercial, Industrial, Wildlife",,,
656,656,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Power, Other",,,
657,657,"Recreation, Fishery, Fire, Other",,,
658,658,"Industrial, Fire, Domestic, Stock",,,
659,659,"Fire, Domestic, Stock, Federal Reserved, Wildlife",,,
660,660,"Storage, Irrigation, Industrial, Fire, Stock, Power, All Beneficial Uses",,,
661,661,"Irrigation, Commercial, Fire, Stock, Augmentation, Household Use Only",,,
662,662,"Irrigation, Recreation, Fishery, Recharge, Wildlife",,,
663,663,"Irrigation, Evaporative, Wildlife",,,
664,664,"Irrigation, Municipal, Recreation, Fishery, Domestic, Augmentation",,,
665,665,"Irrigation, Commercial, Fishery, Domestic, Stock, Augmentation",,,
666,666,"Irrigation, Fishery, Fire, Augmentation, Other",,,
667,667,"Irrigation, Municipal, Commercial, Domestic, Snowmaking",,,
668,668,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Augmentation",,,
669,669,"Storage, Irrigation, Industrial, Domestic, Other",,,
670,670,"Municipal, Industrial, All Beneficial Uses",,,
671,671,"Augmentation, Evaporative",,,
672,672,"Storage, Irrigation, Municipal, Recreation, Fire, Domestic",,,
673,673,"Municipal, Commercial, Industrial, Domestic, Power",,,
674,674,"Fire, Stock, Augmentation, Wildlife",,,
675,675,"Irrigation, Municipal, Commercial, Fire, Stock, Augmentation, Recharge, Wildlife",,,
676,676,"Commercial, Industrial",,,
677,677,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
678,678,"Irrigation, Municipal, Industrial, Augmentation",,,
679,679,"Irrigation, Fishery, Power",,,
680,680,"Storage, Fire, Stock, Other, Wildlife",,,
681,681,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Other",,,
682,682,"Storage, Irrigation, Domestic",,,
683,683,"Storage, Municipal",,,
684,684,"Irrigation, Fire, Stock, Augmentation",,,
685,685,"Storage, Irrigation, Fishery, Domestic, Stock",,,
686,686,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Other",,,
687,687,"Storage, Irrigation, Commercial, Recreation, Fishery, Augmentation, Evaporative, Recharge",,,
688,688,"Irrigation, Commercial, Fishery, Fire, Domestic, Stock, Augmentation, Other, Wildlife",,,
689,689,"Recreation, Stock, Federal Reserved, Wildlife",,,
690,690,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
691,691,"Irrigation, Municipal, Fishery, Fire, Domestic, Stock",,,
692,692,"Municipal, Recreation, Fishery, Other, Wildlife",,,
693,693,"Recreation, Other, Wildlife",,,
694,694,"Storage, Irrigation, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Augmentation",,,
695,695,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock",,,
696,696,"Irrigation, Fishery, Fire, Stock, Augmentation, Evaporative, Wildlife",,,
697,697,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Other, Recharge",,,
698,698,"Storage, Irrigation, Recreation, Fishery, Stock, Augmentation, Recharge",,,
699,699,"Recreation, Fishery, Augmentation, Wildlife",,,
700,700,"Commercial, Domestic, Other",,,
701,701,"Irrigation, Commercial, Recreation, Fishery, Stock, Augmentation, Wildlife",,,
702,702,"Irrigation, Municipal, Industrial, Domestic, Augmentation, Other",,,
703,703,"Irrigation, Commercial, Domestic, Stock, Augmentation",,,
704,704,"Irrigation, Recreation, Fishery, Fire, Domestic, Other, Wildlife",,,
705,705,"Storage, Irrigation, Recreation, Fishery",,,
706,706,"Municipal, Commercial, Fire, Domestic, Stock, Other",,,
707,707,"Domestic, Augmentation, Recharge",,,
708,708,"Irrigation, Municipal, Recreation, Fire, Domestic, Snowmaking",,,
709,709,"Storage, Irrigation, Commercial, Domestic, Augmentation",,,
710,710,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Power",,,
711,711,"Irrigation, Commercial, Industrial, All Beneficial Uses",,,
712,712,"Industrial, Recreation, Fishery, Fire, Domestic, Stock",,,
713,713,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Power, Other",,,
714,714,"Fire, Federal Reserved",,,
715,715,"Irrigation, Fire, Domestic, Stock, Other",,,
716,716,"Irrigation, Commercial, Domestic, Stock, Augmentation, Other",,,
717,717,"Irrigation, Industrial, Evaporative",,,
718,718,"Irrigation, Commercial, Industrial, Fire, Domestic, Other",,,
719,719,"Commercial, Industrial, Fire, Domestic, Stock, Augmentation",,,
720,720,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Augmentation",,,
721,721,"Storage, Geothermal",,,
722,722,"Recreation, Fire, Domestic",,,
723,723,"Commercial, Domestic, Augmentation",,,
724,724,"Municipal, Commercial, Industrial, Geothermal",,,
725,725,"Fire, Domestic, Stock, Augmentation",,,
726,726,"Storage, Irrigation, Recreation, Fishery, Recharge, Wildlife",,,
727,727,"Municipal, Fire, Domestic",,,
728,728,"Irrigation, Municipal, Commercial, Fishery, Fire, Domestic, Stock, Other",,,
729,729,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
730,730,"Irrigation, All Beneficial Uses",,,
731,731,"Storage, Irrigation, Recreation, Fishery, Fire, Domestic, Stock",,,
732,732,"Irrigation, Municipal, Recreation, Fire, Domestic, Stock, Augmentation",,,
733,733,"Storage, Municipal, Industrial",,,
734,734,"Recreation, Stock, Augmentation, Other",,,
735,735,"Irrigation, Commercial, Fire, Domestic, Power",,,
736,736,"Storage, Irrigation, Municipal, Industrial, Recreation, Domestic",,,
737,737,"Storage, Commercial, Industrial",,,
738,738,"Storage, Irrigation, Recreation, Wildlife",,,
739,739,"Irrigation, Domestic, Stock",,,
740,740,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
741,741,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Recharge",,,
742,742,"Irrigation, Recreation, Fishery, Fire, Augmentation",,,
743,743,"Irrigation, Commercial, Industrial, Stock",,,
744,744,"Irrigation, Municipal, Recreation, Fishery, Augmentation",,,
745,745,"Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Augmentation, Evaporative, Snowmaking, Other",,,
746,746,"Commercial, Domestic",,,
747,747,"Storage, Municipal, Recreation, Fishery",,,
748,748,"Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
749,749,"Irrigation, Industrial, Fishery, Domestic",,,
750,750,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
751,751,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
752,752,"Municipal, Commercial, Industrial, Domestic, Stock, Augmentation",,,
753,753,"Augmentation, Recharge",,,
754,754,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
755,755,"Irrigation, Municipal, Recreation, Domestic, Other",,,
756,756,"Irrigation, Industrial, Fire, Domestic",,,
757,757,"Irrigation, Commercial, Domestic",,,
758,758,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Augmentation, Other",,,
759,759,"Irrigation, Municipal, Recreation, Augmentation",,,
760,760,"Irrigation, Fire, Stock, Snowmaking",,,
761,761,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic",,,
762,762,"Irrigation, Commercial, Recreation, Domestic, Augmentation",,,
763,763,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Augmentation, Other",,,
764,764,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Stock, Augmentation, Other, Wildlife",,,
765,765,"Irrigation, Commercial, Recreation, Fire, Domestic, Snowmaking, Other",,,
766,766,"Power, Other",,,
767,767,"Irrigation, Municipal, Commercial, Industrial, Domestic, Augmentation, Recharge",,,
768,768,"Storage, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Power",,,
769,769,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Snowmaking",,,
770,770,"Irrigation, Municipal, Industrial, Recreation, Domestic, Other",,,
771,771,"Irrigation, Municipal, Commercial, Industrial, Fishery, Domestic, Augmentation, Wildlife",,,
772,772,"Storage, Commercial, Industrial, Augmentation",,,
773,773,"Storage, Irrigation, Industrial, Fire, Domestic, Augmentation, Evaporative",,,
774,774,"Storage, Irrigation, Municipal, Industrial, Recreation, Fire, Domestic, Wildlife",,,
775,775,"Storage, Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
776,776,"Recreation, Fishery, Domestic, Stock, Wildlife",,,
777,777,"Irrigation, Municipal, Industrial, Recreation",,,
778,778,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Other, Wildlife",,,
779,779,"Domestic, Stock, Other, Wildlife",,,
780,780,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Other, Recharge",,,
781,781,"Recreation, Stock, Federal Reserved",,,
782,782,"Commercial, Domestic, Stock, Wildlife",,,
783,783,"Storage, Recreation, Fishery, Fire, Evaporative, Wildlife",,,
784,784,"Irrigation, Recreation, Fire, Augmentation",,,
785,785,"Irrigation, Commercial, Industrial, Fire, Other",,,
786,786,"Irrigation, Recreation, Fire, Wildlife",,,
787,787,"Commercial, Recreation, Fishery, Domestic",,,
788,788,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Power",,,
