WaterSourceID,WaterSourceUUID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
280,280,Cement Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
281,281,Center Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
282,282,Central Branch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
283,283,Chalk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
284,284,Chance Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
285,285,Chandler Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
286,286,Chaney Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
287,287,Chaparral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
288,288,Chase Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
289,289,Chedsey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
290,290,Cheney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
291,291,Cherry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
292,292,CHEYENNE,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
293,293,Cheyenne Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
294,294,Chicago Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
295,295,Chicken Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
296,296,Chico Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
297,297,Chicorica Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
298,298,Chicosa Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
299,299,Chicosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
300,300,Chief Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
301,301,Chimney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
302,302,Chimney Rock Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
303,303,Chinchue Arroya,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
304,304,Chiquita Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
305,305,Chokecherry Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
306,306,Cimarron River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
307,307,Cinder Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
308,308,Circle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
309,309,Clark Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
310,310,Clear Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
311,311,Cliff Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
312,312,Clifford Gulch Stream,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
313,313,Clines Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
314,314,Clover Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
315,315,Coal Bank Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
316,316,Coal Bank Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
317,317,Coal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
318,318,Coal Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
319,319,Coalbank Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
320,320,Coates Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
321,321,Cochetopa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
322,322,Colburn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
323,323,Cold Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
324,324,Cold Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
325,325,Cold Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
326,326,Cole Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
327,327,Coleman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
328,328,Collier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
329,329,Collins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
330,330,Colorado Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
331,331,Colorado Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
332,332,Colorado River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
333,333,Columbia Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
334,334,Comanche Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
335,335,Como Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
336,336,Conejos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
337,337,Coney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
338,338,CONFINED SAN LUIS VALLEY,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
339,339,Conn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
340,340,Conway Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
341,341,Cook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
342,342,Coolbroth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
343,343,Coon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
344,344,Coon Track Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
345,345,Cooper Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
346,346,Copper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
347,347,Copper Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
348,348,Corbett Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
349,349,Cornelius Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
350,350,Corral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
351,351,Corral Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
352,352,Cosseboon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
353,353,Costilla Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
354,354,Cotton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
355,355,Cottonwood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
356,356,Cottonwood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
357,357,Cottonwood Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
358,358,Couchman Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
359,359,Coulter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
360,360,Coulton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
361,361,Cow Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
362,362,Cow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
363,363,Cowboy Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
364,364,Cox Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
365,365,Coyote Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
366,366,Cozza Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
367,367,Craig Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
368,368,Craig Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
369,369,Cramer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
370,370,Crane Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
371,371,Crawford Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
372,372,Crawford Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
373,373,Cree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
374,374,Cressmans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
375,375,Crooked Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
376,376,Crooked Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
377,377,Crooked Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
378,378,Crooks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
379,379,Crosby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
380,380,Cross Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
381,381,Cross Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
382,382,Crow Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
383,383,Crow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
384,384,Crowbar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
385,385,Crowfoot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
386,386,Crowner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
387,387,Cruse Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
388,388,Crystal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
389,389,Crystal Falls Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
390,390,Crystal Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
391,391,Crystal River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
392,392,Crystal Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
393,393,Cuates Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
394,394,Cub Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
395,395,Cucharas River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
396,396,Cucumber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
397,397,Cuddigan Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
398,398,Culebra Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
399,399,Cumberland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
400,400,Cummings Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
401,401,Cunningham Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
402,402,Curecanti Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
403,403,Currant Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
404,404,Current Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
405,405,Curtis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
406,406,Curtis Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
407,407,Custer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
408,408,Cutler Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
409,409,Cyclone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
410,410,D Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
411,411,Dad Clark Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
412,412,DAKOTA,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
413,413,Dale Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
414,414,Dallas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
415,415,Damfino Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
416,416,Danvers Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
417,417,Dark Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
418,418,Darling Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
419,419,Daum Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
420,420,Davis Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
421,421,DAWSON,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
422,422,Dawson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
423,423,Dawson Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
424,424,Day Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
425,425,Dayton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
426,426,Dayton Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
427,427,De Cora Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
428,428,Deacon Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
429,429,Dead Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
430,430,Dead Horse Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
431,431,Deadman's Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
432,432,Deadman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
433,433,Deadman Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
434,434,Deadman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
435,435,Deakin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
436,436,Deal Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
437,437,Deberard Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
438,438,Deception Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
439,439,Decker Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
440,440,Deep Channel Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
441,441,Deep Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
442,442,Deer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
443,443,Deer Pen Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
444,444,Delonde Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
445,445,Denny Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
446,446,DENVER,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
447,447,DENVER BASIN - MULTIPLE ,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
448,448,Derby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
449,449,Devil Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
450,450,Devils Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
451,451,Dexter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
452,452,Diamond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
453,453,Dickerville Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
454,454,Diemer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
455,455,Dierich Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
456,456,Dill Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
457,457,Dirty George Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
458,458,Dirty Woman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
459,459,Disappointment Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
460,460,Dissmore Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
461,461,Divide Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
462,462,Dixon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
463,463,Dodgeton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
464,464,Doe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
465,465,Dolly Varden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
466,466,Dolores Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
467,467,Dolores River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
468,468,Dome Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
469,469,Doran Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
470,470,Doss Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
471,471,Doudy Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
472,472,Dougan Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
473,473,Doughspoon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
474,474,Douglas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
475,475,Douglas Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
476,476,Dowden Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
477,477,Downey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
478,478,Dripping Rock Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
479,479,Drowsy Water Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
480,480,Droz Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
481,481,Dry Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
482,482,Dry Cedar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
483,483,Dry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
484,484,Dry Fork Elkhead Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
485,485,Dry Fork Lightner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
486,486,Dry Fork Little Bear Cre,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
487,487,Dry Fork Michigan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
488,488,Dry Fork Piceance Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
489,489,Dry Fork Roan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
490,490,Dry Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
491,491,Dry Hollow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
492,492,Dry Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
493,493,Dry Woody Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
494,494,Dubeau Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
495,495,Duck Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
496,496,Duck Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
497,497,Duckett Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
498,498,Duling Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
499,499,Dunning Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
500,500,Dutch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
501,501,Dutchman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
502,502,Dutton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
503,503,Eagle River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
504,504,Early Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
505,505,East Beaver Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
506,506,East Bellows Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
507,507,East Bijou Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
508,508,East Branch Sayres Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
509,509,East Branch Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
510,510,East Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
511,511,East Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
512,512,East Cherry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
513,513,East Coal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
514,514,East Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
515,515,East Divide Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
516,516,East Douglas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
517,517,East Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
518,518,East Evacuation Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
519,519,East Fawn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
520,520,East Fork Arapaho Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
521,521,East Fork Arkansas River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
522,522,East Fork Deadman Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
523,523,East Fork Fishhook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
524,524,East Fork Flag Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
525,525,East Fork Hermosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
526,526,East Fork Piedra River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
527,527,East Fork Pinos Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
528,528,East Fork San Juan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
529,529,East Fork Sand Creek (AK,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
530,530,East Fork Sheep Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
531,531,East Fork Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
532,532,East Fork Troublesome Cr,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
533,533,East Fork West Beaver Cr,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
534,534,East Fork Whiskey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
535,535,East Fork Williams Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
536,536,East Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
537,537,East Lost Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
538,538,East Mamm Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
539,539,East Mancos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
540,540,East Marvine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
541,541,East Miller Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
542,542,East Paradox Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
543,543,East Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
544,544,East Plum Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
545,545,East Pump Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
546,546,East Resort Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
547,547,East Rifle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
548,548,East River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
549,549,East Salt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
550,550,East Sand Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
551,551,East Sawmill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
552,552,East Stewart Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
553,553,East Tennessee Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
554,554,East Timberlake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
555,555,East Toll Gate Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
556,556,East Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
557,557,Eastman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
558,558,Eaton Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
559,559,Eby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
