OrganizationID,ReportingUnitNativeID,ReportingUnitID,VariableSpecificCV,VariableSpecificID,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,WaterSourceID,MethodName,MethodID,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry,                              ,                              ,,,
1,16020301,194,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,24898.62,,,,,,                              ,                              ,,,
1,16020301,194,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,24461.64,,,,,,                              ,                              ,,,
1,16020301,194,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,21833.77,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,1.34,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,1.82,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,2.30,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,2.35,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,2.17,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,2.06,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1.76,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,1.57,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,1.41,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,1.59,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,2.48,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,2.57,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,2.31,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,2.00,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,2.03,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1.99,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1.96,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,2.24,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,2.17,,,,,,                              ,                              ,,,
1,16020302,195,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,1.93,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,46857.48,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,17297.54,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,18634.97,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,24315.89,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,19892.84,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,18468.10,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,17279.16,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,21504.16,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,19828.85,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,18012.98,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,9688.02,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,25849.62,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,22055.58,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,17632.38,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,18451.21,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,17383.88,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,20616.79,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,43521.17,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,40135.22,,,,,,                              ,                              ,,,
1,16020304,197,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,43607.71,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,1699.47,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,2039.92,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,2816.29,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,2226.81,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,2564.63,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1970.73,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,2123.85,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,2908.06,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,2566.13,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,2065.67,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,9862.47,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,11686.66,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,9074.37,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,9796.06,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,8239.43,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,8783.41,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,9446.26,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,13172.78,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,13591.38,,,,,,                              ,                              ,,,
1,16020305,198,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,13925.24,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,3348.12,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,4615.73,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,5867.32,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,5990.42,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,5510.48,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,5226.66,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,4444.96,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,7008.51,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,6241.25,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,7081.66,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,12785.79,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,10700.76,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,9485.41,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,9063.30,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,8609.65,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,9918.61,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,11123.55,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,16687.06,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,19803.60,,,,,,                              ,                              ,,,
1,16020306,199,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,18534.62,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,6904.91,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,7544.15,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,9040.89,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,9448.32,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,7866.04,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,8365.03,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,7071.04,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,8952.13,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,9341.91,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,8128.33,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,23737.13,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,25695.52,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,21189.71,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,22724.38,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,24185.34,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,24369.62,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,26916.09,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,24115.87,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,30879.62,,,,,,                              ,                              ,,,
1,16020308,201,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,28299.24,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,30012.33,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,32479.80,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,38819.45,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,43627.52,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,34884.20,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,39255.87,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,32765.24,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,41793.59,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,40351.32,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,36103.99,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,33213.19,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,37824.22,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,24883.01,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,27377.42,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,33362.32,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,33765.05,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,40206.14,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,23984.36,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,33921.61,,,,,,                              ,                              ,,,
1,16020309,202,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,32743.09,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_ground,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,0.00,,,,,,                              ,                              ,,,
1,16020310,203,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,0.00,,,,,,                              ,                              ,,,
