WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry,
Cheyenne Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chicago Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chicken Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chico Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chicorica Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chicosa Arroyo,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chicosa Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chief Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chimney Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chimney Rock Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chinchue Arroya,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chiquita Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Chokecherry Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cimarron River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cinder Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Circle Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clark Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clear Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cliff Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clifford Gulch Stream,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clines Slough,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clover Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Bank Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Bank Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coalbank Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coates Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cochetopa Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colburn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Spring Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Springs Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cole Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coleman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Collier Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Collins Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado Gulch Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Columbia Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Comanche Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Como Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conejos River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coney Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
CONFINED SAN LUIS VALLEY,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conway Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cook Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coolbroth Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coon Track Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cooper Slough,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Copper Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Copper Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corbett Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cornelius Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corral Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corral Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cosseboon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Costilla Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cotton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Couchman Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coulter Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coulton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cow Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cowboy Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cox Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coyote Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cozza Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Craig Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Craig Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cramer Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crane Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crawford Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crawford Gulch Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cree Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cressmans Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Arroyo,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooks Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crosby Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cross Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cross Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crow Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowbar Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowfoot Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowner Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cruse Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Falls Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Lake Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Spring Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cuates Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cub Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cucharas River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cucumber Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cuddigan Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Culebra Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cumberland Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cummings Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cunningham Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curecanti Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Currant Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Current Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curtis Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curtis Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Custer Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cutler Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cyclone Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
D Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dad Clark Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DAKOTA,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dale Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dallas Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Damfino Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Danvers Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dark Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Darling Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Daum Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Davis Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DAWSON,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dawson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dawson Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Day Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dayton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dayton Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
De Cora Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deacon Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dead Horse Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dead Horse Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman's Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Ditch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deakin Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deal Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deberard Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deception Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Decker Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deep Channel Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deep Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deer Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deer Pen Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Delonde Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Denny Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DENVER,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DENVER BASIN - MULTIPLE ,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Derby Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Devil Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Devils Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dexter Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Diamond Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dickerville Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Diemer Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dierich Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dill Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dirty George Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dirty Woman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Disappointment Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dissmore Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Divide Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dixon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dodgeton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doe Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolly Varden Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolores Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolores River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dome Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doran Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doss Arroyo,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doudy Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dougan Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doughspoon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Douglas Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Douglas Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dowden Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Downey Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dripping Rock Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Drowsy Water Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Droz Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Cedar Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Elkhead Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Lightner Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Little Bear Cre,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Michigan River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Piceance Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Roan Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Hollow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Willow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Woody Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dubeau Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duck Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duck Slough,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duckett Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duling Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dunning Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutch Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutchman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eagle River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Early Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Beaver Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Bellows Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Bijou Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Branch Sayres Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Branch Willow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Canyon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Cherry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Coal Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Divide Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Douglas Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Elk Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Evacuation Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fawn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Arapaho Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Arkansas River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Deadman Ditch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Fishhook Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Flag Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Hermosa Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Piedra River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Pinos Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork San Juan River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Sand Creek (AK,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Sheep Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Spring Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Troublesome Cr,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork West Beaver Cr,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Whiskey Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Williams Fork,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Lost Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Mamm Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Mancos River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Marvine Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Miller Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Paradox Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Pass Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Plum Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Pump Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Resort Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Rifle Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Salt Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Sand Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Sawmill Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Stewart Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Tennessee Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Timberlake Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Toll Gate Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Willow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eastman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eaton Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eby Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Echo Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Echo Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ed Van Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eddy Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Edgerton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Egeria Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eightmile Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Poso Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Rito Azul,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Rito de Aban,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elbert Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elk Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elk River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elkhead Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elkhorn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliot Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliott Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliott Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Embargo Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Emma Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Empire Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Encampment River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
English Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Escalante Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eureka Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
