WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry,
Cimarron River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cinder Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Circle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clark Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clear Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cliff Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clifford Gulch Stream,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clines Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Clover Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Bank Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Bank Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coal Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coalbank Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coates Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cochetopa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colburn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cold Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cole Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coleman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Collier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Collins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Colorado River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Columbia Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Comanche Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Como Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conejos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
CONFINED SAN LUIS VALLEY,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Conway Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coolbroth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coon Track Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cooper Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Copper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Copper Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corbett Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cornelius Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Corral Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cosseboon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Costilla Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cotton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cottonwood Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Couchman Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coulter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coulton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cow Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cowboy Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cox Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Coyote Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cozza Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Craig Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Craig Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cramer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crane Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crawford Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crawford Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cressmans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooked Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crooks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crosby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cross Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cross Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crow Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowbar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowfoot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crowner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cruse Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Falls Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Crystal Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cuates Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cub Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cucharas River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cucumber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cuddigan Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Culebra Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cumberland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cummings Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cunningham Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curecanti Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Currant Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Current Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curtis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Curtis Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Custer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cutler Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Cyclone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
D Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dad Clark Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DAKOTA,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dale Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dallas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Damfino Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Danvers Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dark Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Darling Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Daum Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Davis Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DAWSON,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dawson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dawson Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Day Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dayton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dayton Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
De Cora Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deacon Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dead Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dead Horse Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman's Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deadman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deakin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deal Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deberard Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deception Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Decker Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deep Channel Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deep Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Deer Pen Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Delonde Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Denny Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DENVER,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
DENVER BASIN - MULTIPLE ,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Derby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Devil Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Devils Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dexter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Diamond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dickerville Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Diemer Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dierich Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dill Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dirty George Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dirty Woman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Disappointment Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dissmore Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Divide Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dixon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dodgeton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolly Varden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolores Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dolores River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dome Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doran Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doss Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doudy Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dougan Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Doughspoon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Douglas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Douglas Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dowden Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Downey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dripping Rock Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Drowsy Water Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Droz Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Cedar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Elkhead Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Lightner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Little Bear Cre,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Michigan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Piceance Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Fork Roan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Hollow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dry Woody Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dubeau Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duck Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duck Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duckett Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Duling Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dunning Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutchman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Dutton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eagle River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Early Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Beaver Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Bellows Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Bijou Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Branch Sayres Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Branch Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Cherry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Coal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Divide Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Douglas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Evacuation Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fawn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Arapaho Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Arkansas River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Deadman Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Fishhook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Flag Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Hermosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Piedra River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Pinos Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork San Juan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Sand Creek (AK,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Sheep Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Troublesome Cr,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork West Beaver Cr,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Whiskey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Fork Williams Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Lost Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Mamm Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Mancos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Marvine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Miller Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Paradox Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Plum Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Pump Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Resort Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Rifle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Salt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Sand Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Sawmill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Stewart Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Tennessee Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Timberlake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Toll Gate Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
East Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eastman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eaton Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Echo Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Echo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ed Van Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Edgerton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Egeria Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eightmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Poso Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Rito Azul,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
El Rito de Aban,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elbert Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elk River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elkhead Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elkhorn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliott Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Elliott Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Embargo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Emma Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Empire Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Encampment River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
English Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Escalante Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Eureka Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Evacuation Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Evans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fall River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Falls Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farmers Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farnsworth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farwell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fawn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fern Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fir Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
First Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fischer Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fisher Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fishhook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Five Pine Mesa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Five Springs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flag Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fletcher Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Florida River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Floyd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flume Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flume Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Foidel Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fonce Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
